intronID,target_name,accession,query_name,accession_2,mdl,mdl_from,mdl_to,seq_from,seq_to,strand,trunc,pass,gc,bias,score,E-value,inc,description_of_target
IMGVR_UViG_2531839015_000003|2531839015|2531842013|88291-138194_II_19736,IMGVR_UViG_2531839015_000003|2531839015|2531842013|88291-138194,-,collapsed_g2,RF00029,cm,1,93,19736,22134,-,no,1,0.53,0.0,50.9,0.00025,!,-
IMGVR_UViG_2531839015_000003|2531839015|2531842013|88291-138194_II_37657,IMGVR_UViG_2531839015_000003|2531839015|2531842013|88291-138194,-,Intron_gpII,RF00029,cm,1,93,37657,37753,+,no,1,0.57,0.0,60.5,1.1e-06,!,-
IMGVR_UViG_2531839015_000003|2531839015|2531842013|88291-138194_II_41278,IMGVR_UViG_2531839015_000003|2531839015|2531842013|88291-138194,-,collapsed_g2,RF00029,cm,1,93,41278,43960,+,no,1,0.53,0.0,50.9,0.00025,!,-
IMGVR_UViG_2531839015_000004|2531839015|2531842023|75448-94616_II_17614,IMGVR_UViG_2531839015_000004|2531839015|2531842023|75448-94616,-,group-II-D1D4-3,RF02001,cm,1,171,17614,17783,+,no,1,0.46,0.4,143.6,2.6e-27,!,-
IMGVR_UViG_2531839016_000004|2531839016|2531842149_II_6059,IMGVR_UViG_2531839016_000004|2531839016|2531842149,-,Intron_gpII,RF00029,cm,1,93,6059,5963,-,no,1,0.58,0.0,54.2,3.8e-05,!,-
IMGVR_UViG_2531839164_000003|2531839164|2531870634_II_48145,IMGVR_UViG_2531839164_000003|2531839164|2531870634,-,group-II-D1D4-3,RF02001,cm,1,97,48145,48241,+,3',3,0.52,0.1,45.6,0.0028,!,-
IMGVR_UViG_2531839195_000006|2531839195|2531875032_II_4216,IMGVR_UViG_2531839195_000006|2531839195|2531875032,-,Intron_gpII,RF00029,cm,1,93,4216,4130,-,no,1,0.61,0.0,60.8,9.1e-07,!,-
IMGVR_UViG_2531839195_000013|2531839195|2531875056_II_11556,IMGVR_UViG_2531839195_000013|2531839195|2531875056,-,Intron_gpII,RF00029,cm,1,93,11556,11470,-,no,1,0.61,0.0,60.8,9.1e-07,!,-
IMGVR_UViG_2531839301_000005|2531839301|2531886061|65383-86943_II_16534,IMGVR_UViG_2531839301_000005|2531839301|2531886061|65383-86943,-,collapsed_g2,RF01998,cm,1,84,16534,16830,+,no,1,0.46,0.0,52.8,0.00049,!,-
IMGVR_UViG_2531839307_000013|2531839307|2531886351|51356-100420_II_33593,IMGVR_UViG_2531839307_000013|2531839307|2531886351|51356-100420,-,collapsed_g2,RF00029,cm,1,93,33593,35975,+,no,1,0.58,0.0,64.2,1.3e-07,!,-
IMGVR_UViG_2531839358_000003|2531839358|2531890786|96168-103435_II_3407,IMGVR_UViG_2531839358_000003|2531839358|2531890786|96168-103435,-,collapsed_g2,RF00029,cm,1,93,3407,5676,-,no,1,0.46,0.0,49.2,0.00063,!,-
IMGVR_UViG_2531839360_000008|2531839360|2531890879|364749-419761_II_45048,IMGVR_UViG_2531839360_000008|2531839360|2531890879|364749-419761,-,group-II-D1D4-3,RF02001,cm,1,171,45048,44876,-,no,1,0.42,0.2,123.7,1.9e-22,!,-
IMGVR_UViG_2531839366_000001|2531839366|2531891489_II_72852,IMGVR_UViG_2531839366_000001|2531839366|2531891489,-,collapsed_g2,RF00029,cm,1,93,72852,73366,-,no,1,0.47,0.0,47.9,0.0013,!,-
IMGVR_UViG_2531839529_000007|2531839529|2531907631|64975-103158_II_7216,IMGVR_UViG_2531839529_000007|2531839529|2531907631|64975-103158,-,Intron_gpII,RF00029,cm,1,93,7216,7130,-,no,1,0.61,0.0,60.8,9.1e-07,!,-
IMGVR_UViG_2531839544_000008|2531839544|2531910203|142584-163844_II_14915,IMGVR_UViG_2531839544_000008|2531839544|2531910203|142584-163844,-,collapsed_g2,RF00029,cm,1,93,14915,17360,-,no,1,0.47,0.0,51.5,0.00018,!,-
IMGVR_UViG_2531839575_000001|2531839575|2531913666|60266-121000_II_20265,IMGVR_UViG_2531839575_000001|2531839575|2531913666|60266-121000,-,group-II-D1D4-5,RF02004,cm,1,201,20265,20443,+,no,1,0.40,0.1,121.9,2.4e-23,!,-
IMGVR_UViG_2531839741_000006|2531839741|2531937444_II_25738,IMGVR_UViG_2531839741_000006|2531839741|2531937444,-,collapsed_g2,RF00029,cm,1,93,25738,26111,-,no,1,0.46,0.0,61.0,8.2e-07,!,-
IMGVR_UViG_2534681703_000016|2534681703|2534698753_II_35841,IMGVR_UViG_2534681703_000016|2534681703|2534698753,-,group-II-D1D4-6,RF02005,cm,1,225,35841,35616,-,no,1,0.56,0.0,186.6,6.7e-52,!,-
IMGVR_UViG_2534681837_000002|2534681837|2534725357|85576-163072_II_30079,IMGVR_UViG_2534681837_000002|2534681837|2534725357|85576-163072,-,collapsed_g2,RF01998,cm,1,84,30079,30133,-,no,1,0.48,0.0,53.9,0.00029,!,-
IMGVR_UViG_2534682010_000006|2534682010|2534776767_II_247,IMGVR_UViG_2534682010_000006|2534682010|2534776767,-,collapsed_g2,RF00029,cm,1,93,247,2242,+,no,1,0.51,0.0,52.5,9.6e-05,!,-
IMGVR_UViG_2534682065_000010|2534682065|2534781872|20265-30062_II_7607,IMGVR_UViG_2534682065_000010|2534682065|2534781872|20265-30062,-,group-II-D1D4-7,RF02012,cm,1,148,7607,7740,+,no,1,0.48,0.0,80.5,9.5e-11,!,-
IMGVR_UViG_2534682147_000002|2534682147|2534790673_II_14,IMGVR_UViG_2534682147_000002|2534682147|2534790673,-,Intron_gpII,RF00029,cm,1,93,14,95,+,no,1,0.51,0.0,52.5,9.6e-05,!,-
IMGVR_UViG_2534682147_000003|2534682147|2534790664_II_53,IMGVR_UViG_2534682147_000003|2534682147|2534790664,-,collapsed_g2,RF00029,cm,1,93,53,2719,+,no,1,0.48,0.0,51.3,0.00019,!,-
IMGVR_UViG_2534682147_000003|2534682147|2534790664_II_16888,IMGVR_UViG_2534682147_000003|2534682147|2534790664,-,collapsed_g2,RF00029,cm,1,93,16888,19181,+,no,1,0.52,0.0,65.4,6.9e-08,!,-
IMGVR_UViG_2534682147_000004|2534682147|2534790663|2895-19793_II_15025,IMGVR_UViG_2534682147_000004|2534682147|2534790663|2895-19793,-,group-II-D1D4-4,RF02003,cm,1,138,15025,15201,+,no,1,0.46,0.0,98.4,7.1e-17,!,-
IMGVR_UViG_2534682192_000005|2534682192|2534797807_II_319,IMGVR_UViG_2534682192_000005|2534682192|2534797807,-,group-II-D1D4-3,RF02001,cm,1,171,319,149,-,no,1,0.46,0.2,111.6,1.8e-19,!,-
IMGVR_UViG_2534682205_000004|2534682205|2534798969|73901-93069_II_17614,IMGVR_UViG_2534682205_000004|2534682205|2534798969|73901-93069,-,group-II-D1D4-3,RF02001,cm,1,171,17614,17783,+,no,1,0.46,0.4,143.6,2.6e-27,!,-
IMGVR_UViG_2534682311_000008|2534682311|2534819147|6352-22384_II_10986,IMGVR_UViG_2534682311_000008|2534682311|2534819147|6352-22384,-,group-II-D1D4-4,RF02003,cm,1,138,10986,11112,+,no,1,0.51,0.0,52.2,2.6e-05,!,-
IMGVR_UViG_2534682313_000001|2534682313|2534819523|89495-151994_II_18472,IMGVR_UViG_2534682313_000001|2534682313|2534819523|89495-151994,-,Intron_gpII,RF00029,cm,1,93,18472,18401,-,no,1,0.69,0.0,44.4,0.0094,!,-
IMGVR_UViG_2534682313_000001|2534682313|2534819523|89495-151994_II_19988,IMGVR_UViG_2534682313_000001|2534682313|2534819523|89495-151994,-,group-II-D1D4-1,RF01998,cm,1,84,19988,19904,-,no,1,0.64,0.0,52.6,0.00057,!,-
IMGVR_UViG_2534682313_000001|2534682313|2534819523|89495-151994_II_20195,IMGVR_UViG_2534682313_000001|2534682313|2534819523|89495-151994,-,group-II-D1D4-3,RF02001,cm,1,171,20195,20024,-,no,1,0.60,0.3,143.4,2.8e-27,!,-
IMGVR_UViG_2537561697_000009|2537561697|2537582814|3-9157_II_1093,IMGVR_UViG_2537561697_000009|2537561697|2537582814|3-9157,-,collapsed_g2,RF00029,cm,1,93,1093,1603,-,no,1,0.47,0.0,49.3,0.00061,!,-
IMGVR_UViG_2537561705_000010|2537561705|2537583575|61752-66565_II_3715,IMGVR_UViG_2537561705_000010|2537561705|2537583575|61752-66565,-,collapsed_g2,RF01998,cm,1,84,3715,3752,-,no,1,0.43,0.0,48.9,0.004,!,-
IMGVR_UViG_2537561801_000007|2537561801|2537594902_II_3009,IMGVR_UViG_2537561801_000007|2537561801|2537594902,-,collapsed_g2,RF00029,cm,1,93,3009,5126,-,no,1,0.63,0.0,57.6,5.5e-06,!,-
IMGVR_UViG_2537561846_000012|2537561846|2537602920|48379-88541_II_12735,IMGVR_UViG_2537561846_000012|2537561846|2537602920|48379-88541,-,group-II-D1D4-3,RF02001,cm,1,171,12735,12906,+,no,1,0.42,0.7,125.7,6.4e-23,!,-
IMGVR_UViG_2537561849_000001|2537561849|2537603161|209924-217191_II_3407,IMGVR_UViG_2537561849_000001|2537561849|2537603161|209924-217191,-,collapsed_g2,RF00029,cm,1,93,3407,5676,-,no,1,0.46,0.0,49.2,0.00063,!,-
IMGVR_UViG_2537561852_000007|2537561852|2537603324|21583-59940_II_13529,IMGVR_UViG_2537561852_000007|2537561852|2537603324|21583-59940,-,Intron_gpII,RF00029,cm,1,93,13529,13625,+,no,1,0.48,0.0,58.4,3.6e-06,!,-
IMGVR_UViG_2537561876_000002|2537561876|2537605224|230175-255733_II_20356,IMGVR_UViG_2537561876_000002|2537561876|2537605224|230175-255733,-,group-II-D1D4-6,RF02005,cm,1,225,20356,20581,+,no,1,0.56,0.0,186.6,6.7e-52,!,-
IMGVR_UViG_2537562005_000002|2537562005|2537616154|150-30821_II_2053,IMGVR_UViG_2537562005_000002|2537562005|2537616154|150-30821,-,collapsed_g2,RF00029,cm,1,93,2053,2825,+,no,1,0.47,0.0,49.3,0.00061,!,-
IMGVR_UViG_2537562006_000002|2537562006|2537616220|103275-133946_II_27932,IMGVR_UViG_2537562006_000002|2537562006|2537616220|103275-133946,-,collapsed_g2,RF00029,cm,1,93,27932,28442,-,no,1,0.47,0.0,49.3,0.00061,!,-
IMGVR_UViG_2537562048_000010|2537562048|2537620885|125717-130527_II_3715,IMGVR_UViG_2537562048_000010|2537562048|2537620885|125717-130527,-,collapsed_g2,RF01998,cm,1,84,3715,3752,-,no,1,0.43,0.0,48.9,0.004,!,-
IMGVR_UViG_2537562062_000001|2537562062|2537622091_II_10816,IMGVR_UViG_2537562062_000001|2537562062|2537622091,-,collapsed_g2,RF00029,cm,1,93,10816,12974,-,no,1,0.58,0.0,64.2,1.3e-07,!,-
IMGVR_UViG_2540341071_000001|2540341071|2540348102|3210525-3264786_II_41496,IMGVR_UViG_2540341071_000001|2540341071|2540348102|3210525-3264786,-,group-II-D1D4-6,RF02005,cm,1,225,41496,41271,-,no,1,0.56,0.0,186.6,6.7e-52,!,-
IMGVR_UViG_2541047097_000007|2541047097|2541082046_II_8304,IMGVR_UViG_2541047097_000007|2541047097|2541082046,-,Intron_gpII,RF00029,cm,1,93,8304,8228,-,no,1,0.56,0.0,61.2,7.2e-07,!,-
IMGVR_UViG_2541047277_000004|2541047277|2541108023_II_15765,IMGVR_UViG_2541047277_000004|2541047277|2541108023,-,group-II-D1D4-5,RF02004,cm,1,201,15765,15962,+,no,1,0.47,0.0,186.9,5.2e-40,!,-
IMGVR_UViG_2541047384_000004|2541047384|2541127761_II_2056,IMGVR_UViG_2541047384_000004|2541047384|2541127761,-,Intron_gpII,RF00029,cm,1,93,2056,1960,-,no,1,0.52,0.0,65.0,8.6e-08,!,-
IMGVR_UViG_2541047393_000008|2541047393|2541129030_II_2510,IMGVR_UViG_2541047393_000008|2541047393|2541129030,-,Intron_gpII,RF00029,cm,1,93,2510,2606,+,no,1,0.52,0.0,65.0,8.6e-08,!,-
IMGVR_UViG_2541047438_000007|2541047438|2541132148_II_8278,IMGVR_UViG_2541047438_000007|2541047438|2541132148,-,Intron_gpII,RF00029,cm,1,93,8278,8202,-,no,1,0.56,0.0,61.2,7.2e-07,!,-
IMGVR_UViG_2541047519_000001|2541047519|2541143359|117933-187054_II_50958,IMGVR_UViG_2541047519_000001|2541047519|2541143359|117933-187054,-,group-II-D1D4-5,RF02004,cm,1,201,50958,51138,+,no,1,0.39,0.0,107.6,1.1e-19,!,-
IMGVR_UViG_2541047718_000005|2541047718|2541169303_II_32913,IMGVR_UViG_2541047718_000005|2541047718|2541169303,-,Intron_gpII,RF00029,cm,1,93,32913,32827,-,no,1,0.61,0.0,60.8,9.1e-07,!,-
IMGVR_UViG_2541047823_000003|2541047823|2541173980_II_32913,IMGVR_UViG_2541047823_000003|2541047823|2541173980,-,Intron_gpII,RF00029,cm,1,93,32913,32827,-,no,1,0.61,0.0,60.8,9.1e-07,!,-
IMGVR_UViG_2545824651_000002|2545824651|2545850489|1-4811_II_888,IMGVR_UViG_2545824651_000002|2545824651|2545850489|1-4811,-,collapsed_g2,RF01998,cm,1,84,888,1159,+,no,1,0.43,0.0,48.9,0.004,!,-
IMGVR_UViG_2547132149_000001|2547132149|2547169643_II_8978,IMGVR_UViG_2547132149_000001|2547132149|2547169643,-,collapsed_g2,RF00029,cm,1,93,8978,11370,-,no,1,0.49,0.0,53.8,4.8e-05,!,-
IMGVR_UViG_2547132418_000015|2547132418|2547273359_II_35639,IMGVR_UViG_2547132418_000015|2547132418|2547273359,-,group-II-D1D4-6,RF02005,cm,1,225,35639,35414,-,no,1,0.56,0.0,186.6,6.7e-52,!,-
IMGVR_UViG_2548876535_000002|2548876535|2548889493_II_13782,IMGVR_UViG_2548876535_000002|2548876535|2548889493,-,group-II-D1D4-6,RF02005,cm,1,79,13782,13861,+,3',3,0.57,0.0,55.1,5.6e-10,!,-
IMGVR_UViG_2548876812_000007|2548876812|2548975738_II_2616,IMGVR_UViG_2548876812_000007|2548876812|2548975738,-,collapsed_g2,RF01998,cm,1,84,2616,2652,-,no,1,0.59,0.0,53.2,0.00042,!,-
IMGVR_UViG_2548877001_000005|2548877001|2549033941|10206-41009_II_7548,IMGVR_UViG_2548877001_000005|2548877001|2549033941|10206-41009,-,group-II-D1D4-6,RF02005,cm,1,225,7548,7336,-,no,1,0.54,0.0,80.5,4.3e-18,!,-
IMGVR_UViG_2548877156_000001|2548877156|2549082400|1192188-1251790_II_32037,IMGVR_UViG_2548877156_000001|2548877156|2549082400|1192188-1251790,-,group-II-D1D4-3,RF02001,cm,1,171,32037,32208,+,no,1,0.59,0.9,106.1,4.1e-18,!,-
IMGVR_UViG_2548877156_000001|2548877156|2549082400|1192188-1251790_II_38840,IMGVR_UViG_2548877156_000001|2548877156|2549082400|1192188-1251790,-,group-II-D1D4-3,RF02001,cm,1,171,38840,39011,+,no,1,0.59,0.9,106.1,4.1e-18,!,-
IMGVR_UViG_2551306228_000004|2551306228|2551366199|294-119484_II_39468,IMGVR_UViG_2551306228_000004|2551306228|2551366199|294-119484,-,Intron_gpII,RF00029,cm,1,93,39468,39375,-,no,1,0.53,0.0,62.8,2.9e-07,!,-
IMGVR_UViG_2551306248_000009|2551306248|2551367942|20453-38839_II_18387,IMGVR_UViG_2551306248_000009|2551306248|2551367942|20453-38839,-,Intron_gpII,RF00029,cm,9,93,18387,18319,-,5',2,0.46,0.0,45.9,0.0041,!,-
IMGVR_UViG_2551306263_000004|2551306263|2551369215_II_41292,IMGVR_UViG_2551306263_000004|2551306263|2551369215,-,Intron_gpII,RF00029,cm,1,93,41292,41216,-,no,1,0.48,0.0,64.2,1.3e-07,!,-
IMGVR_UViG_2551306541_000002|2551306541|2551429719_II_811,IMGVR_UViG_2551306541_000002|2551306541|2551429719,-,group-II-D1D4-5,RF02004,cm,1,201,811,610,-,no,1,0.40,0.0,174.6,7.5e-37,!,-
IMGVR_UViG_2551306624_000003|2551306624|2551448780_II_22963,IMGVR_UViG_2551306624_000003|2551306624|2551448780,-,collapsed_g2,RF02003,cm,1,138,22963,23242,+,no,1,0.50,0.0,81.4,1.2e-12,!,-
IMGVR_UViG_2551306645_000004|2551306645|2551463738_II_126,IMGVR_UViG_2551306645_000004|2551306645|2551463738,-,group-II-D1D4-6,RF02005,cm,1,225,126,351,+,no,1,0.56,0.0,186.6,6.7e-52,!,-
IMGVR_UViG_2551306645_000011|2551306645|2551463745|15196-55086_II_1139,IMGVR_UViG_2551306645_000011|2551306645|2551463745|15196-55086,-,group-II-D1D4-6,RF02005,cm,1,225,1139,1364,+,no,1,0.56,0.0,186.6,6.7e-52,!,-
IMGVR_UViG_2554235113_000004|2554235113|2554260573|35971-52617_II_4931,IMGVR_UViG_2554235113_000004|2554235113|2554260573|35971-52617,-,group-II-D1D4-7,RF02012,cm,1,148,4931,5105,+,no,1,0.46,0.0,52.3,0.00029,!,-
IMGVR_UViG_2554235324_000001|2554235324|2554308845|1265732-1299801_II_30989,IMGVR_UViG_2554235324_000001|2554235324|2554308845|1265732-1299801,-,collapsed_g2,RF00029,cm,1,93,30989,33382,-,no,1,0.49,0.0,53.8,4.8e-05,!,-
IMGVR_UViG_2554235360_000001|2554235360|2554308898|1777331-1986523_II_110758,IMGVR_UViG_2554235360_000001|2554235360|2554308898|1777331-1986523,-,collapsed_g2,RF00029,cm,1,93,110758,112477,-,no,1,0.52,0.0,54.9,2.5e-05,!,-
IMGVR_UViG_2554235445_000004|2554235445|2554309015|3466619-3506778_II_39022,IMGVR_UViG_2554235445_000004|2554235445|2554309015|3466619-3506778,-,group-II-D1D4-6,RF02005,cm,1,225,39022,38797,-,no,1,0.56,0.0,186.6,6.7e-52,!,-
IMGVR_UViG_2558309122_000005|2558309122|2558322134|411744-455402_II_7291,IMGVR_UViG_2558309122_000005|2558309122|2558322134|411744-455402,-,Intron_gpII,RF00029,cm,1,93,7291,7204,-,no,1,0.59,0.0,47.2,0.002,!,-
IMGVR_UViG_2558309122_000005|2558309122|2558322134|411744-455402_II_19274,IMGVR_UViG_2558309122_000005|2558309122|2558322134|411744-455402,-,Intron_gpII,RF00029,cm,1,93,19274,19178,-,no,1,0.61,0.0,54.8,2.7e-05,!,-
IMGVR_UViG_2558309143_000005|2558309143|2558328568_II_2034,IMGVR_UViG_2558309143_000005|2558309143|2558328568,-,Intron_gpII,RF00029,cm,1,93,2034,1938,-,no,1,0.52,0.0,65.0,8.6e-08,!,-
IMGVR_UViG_2558860204_000002|2558860204|2558866621|3181366-3243931_II_49208,IMGVR_UViG_2558860204_000002|2558860204|2558866621|3181366-3243931,-,group-II-D1D4-6,RF02005,cm,1,225,49208,48983,-,no,1,0.55,0.0,184.8,2.6e-51,!,-
IMGVR_UViG_2558860360_000002|2558860360|2558884986|50579-101562_II_28657,IMGVR_UViG_2558860360_000002|2558860360|2558884986|50579-101562,-,collapsed_g2,RF00029,cm,1,93,28657,31055,-,no,1,0.53,0.0,50.9,0.00025,!,-
IMGVR_UViG_2558860394_000003|2558860394|2558887663|59557-101600_II_31623,IMGVR_UViG_2558860394_000003|2558860394|2558887663|59557-101600,-,collapsed_g2,RF00029,cm,1,93,31623,33361,-,no,1,0.51,0.0,52.5,9.6e-05,!,-
IMGVR_UViG_2558860455_000009|2558860455|2558891074_II_8943,IMGVR_UViG_2558860455_000009|2558860455|2558891074,-,Intron_gpII,RF00029,cm,1,93,8943,8857,-,no,1,0.61,0.0,60.8,9.1e-07,!,-
IMGVR_UViG_2558860635_000007|2558860635|2558897047_II_2486,IMGVR_UViG_2558860635_000007|2558860635|2558897047,-,Intron_gpII,RF00029,cm,1,93,2486,2390,-,no,1,0.52,0.0,65.0,8.6e-08,!,-
IMGVR_UViG_2558860639_000015|2558860639|2558897325_II_2509,IMGVR_UViG_2558860639_000015|2558860639|2558897325,-,Intron_gpII,RF00029,cm,1,93,2509,2413,-,no,1,0.52,0.0,65.0,8.6e-08,!,-
IMGVR_UViG_2558860875_000001|2558860875|2558907511_II_4424,IMGVR_UViG_2558860875_000001|2558860875|2558907511,-,collapsed_g2,RF00029,cm,1,93,4424,6689,-,no,1,0.46,0.0,50.2,0.00036,!,-
IMGVR_UViG_2561511145_000003|2561511145|2561541464|2-49816_II_22852,IMGVR_UViG_2561511145_000003|2561511145|2561541464|2-49816,-,collapsed_g2,RF00029,cm,1,93,22852,24384,-,no,1,0.38,0.0,46.1,0.0038,!,-
IMGVR_UViG_2561511152_000001|2561511152|2561541524_II_36957,IMGVR_UViG_2561511152_000001|2561511152|2561541524,-,collapsed_g2,RF01998,cm,1,84,36957,37232,+,no,1,0.48,0.0,48.3,0.0053,!,-
IMGVR_UViG_2561511152_000006|2561511152|2561541530|1808613-1838567_II_14517,IMGVR_UViG_2561511152_000006|2561511152|2561541530|1808613-1838567,-,collapsed_g2,RF01998,cm,1,84,14517,14792,+,no,1,0.48,0.0,48.3,0.0053,!,-
IMGVR_UViG_2561511152_000007|2561511152|2561541530|2580970-2598764_II_12302,IMGVR_UViG_2561511152_000007|2561511152|2561541530|2580970-2598764,-,collapsed_g2,RF01998,cm,1,84,12302,12577,+,no,1,0.48,0.0,48.3,0.0053,!,-
IMGVR_UViG_2561511152_000008|2561511152|2561541530|4262398-4303334_II_4663,IMGVR_UViG_2561511152_000008|2561511152|2561541530|4262398-4303334,-,collapsed_g2,RF01998,cm,1,84,4663,4701,-,no,1,0.48,0.0,48.3,0.0053,!,-
IMGVR_UViG_2561511152_000012|2561511152|2561541530|5579399-5596537_II_3119,IMGVR_UViG_2561511152_000012|2561511152|2561541530|5579399-5596537,-,collapsed_g2,RF01998,cm,1,84,3119,3157,-,no,1,0.48,0.0,48.3,0.0053,!,-
IMGVR_UViG_2561511152_000013|2561511152|2561541530|5646180-5679882_II_4244,IMGVR_UViG_2561511152_000013|2561511152|2561541530|5646180-5679882,-,collapsed_g2,RF01998,cm,1,84,4244,4282,-,no,1,0.48,0.0,48.3,0.0053,!,-
IMGVR_UViG_2561511198_000004|2561511198|2561541671|766902-812178_II_27688,IMGVR_UViG_2561511198_000004|2561511198|2561541671|766902-812178,-,collapsed_g2,RF02003,cm,1,138,27688,27953,+,no,1,0.51,0.0,113.6,1.1e-20,!,-
IMGVR_UViG_2561511198_000006|2561511198|2561541671|2140838-2185540_II_24283,IMGVR_UViG_2561511198_000006|2561511198|2561541671|2140838-2185540,-,collapsed_g2,RF02003,cm,1,138,24283,24548,+,no,1,0.51,0.0,113.6,1.1e-20,!,-
IMGVR_UViG_2562617038_000005|2562617038|2562619272|147344-188217_II_17,IMGVR_UViG_2562617038_000005|2562617038|2562619272|147344-188217,-,Intron_gpII,RF00029,cm,1,93,17,92,+,no,1,0.53,0.0,61.6,5.6e-07,!,-
IMGVR_UViG_2562617105_000003|2562617105|2562625960_II_4167,IMGVR_UViG_2562617105_000003|2562617105|2562625960,-,group-II-D1D4-6,RF02005,cm,1,225,4167,3945,-,no,1,0.61,0.0,188.9,1.2e-52,!,-
IMGVR_UViG_2562617105_000004|2562617105|2562625836|27421-75181_II_33031,IMGVR_UViG_2562617105_000004|2562617105|2562625836|27421-75181,-,group-II-D1D4-6,RF02005,cm,1,225,33031,33253,+,no,1,0.61,0.0,188.9,1.2e-52,!,-
IMGVR_UViG_2562617106_000002|2562617106|2562626107|122508-146938_II_18008,IMGVR_UViG_2562617106_000002|2562617106|2562626107|122508-146938,-,group-II-D1D4-6,RF02005,cm,1,225,18008,17786,-,no,1,0.61,0.0,188.9,1.2e-52,!,-
IMGVR_UViG_2563366553_000007|2563366553|2563369885|231576-300867_II_5507,IMGVR_UViG_2563366553_000007|2563366553|2563369885|231576-300867,-,collapsed_g2,RF00029,cm,1,93,5507,5996,-,no,1,0.48,0.0,58.5,3.3e-06,!,-
IMGVR_UViG_2563366586_000005|2563366586|2563370017|4291012-4355889_II_64183,IMGVR_UViG_2563366586_000005|2563366586|2563370017|4291012-4355889,-,Intron_gpII,RF00029,cm,1,93,64183,64109,-,no,1,0.56,0.0,44.4,0.0094,!,-
IMGVR_UViG_2563366768_000001|2563366768|2563389385_II_378,IMGVR_UViG_2563366768_000001|2563366768|2563389385,-,group-II-D1D4-7,RF02012,cm,1,148,378,232,-,no,1,0.53,0.0,135.0,2.8e-23,!,-
IMGVR_UViG_2563366805_000005|2563366805|2563391189_II_3374,IMGVR_UViG_2563366805_000005|2563366805|2563391189,-,Intron_gpII,RF00029,cm,1,93,3374,3460,+,no,1,0.61,0.0,60.8,9.1e-07,!,-
IMGVR_UViG_2563366903_000014|2563366903|2563396003|128992-138371_II_723,IMGVR_UViG_2563366903_000014|2563366903|2563396003|128992-138371,-,group-II-D1D4-4,RF02003,cm,1,138,723,570,-,no,1,0.57,0.0,80.9,1.7e-12,!,-
IMGVR_UViG_2563366903_000018|2563366903|2563396015|82-12616_II_3278,IMGVR_UViG_2563366903_000018|2563366903|2563396015|82-12616,-,collapsed_g2,RF00029,cm,1,93,3278,5028,+,no,1,0.59,0.0,54.7,2.9e-05,!,-
IMGVR_UViG_2563367059_000005|2563367059|2563420395_II_289,IMGVR_UViG_2563367059_000005|2563367059|2563420395,-,group-II-D1D4-6,RF02005,cm,1,225,289,64,-,no,1,0.55,0.0,183.1,8.6e-51,!,-
IMGVR_UViG_2563367148_000018|2563367148|2563431989|29182-34198_II_4741,IMGVR_UViG_2563367148_000018|2563367148|2563431989|29182-34198,-,group-II-D1D4-6,RF02005,cm,1,225,4741,4966,+,no,1,0.56,0.0,186.6,6.7e-52,!,-
IMGVR_UViG_2563367156_000004|2563367156|2563432767|98347-140697_II_41311,IMGVR_UViG_2563367156_000004|2563367156|2563432767|98347-140697,-,collapsed_g2,RF01998,cm,1,84,41311,41356,-,no,1,0.51,0.0,69.2,9.1e-08,!,-
IMGVR_UViG_2563367173_000019|2563367173|2563434020|13915-36083_II_19878,IMGVR_UViG_2563367173_000019|2563367173|2563434020|13915-36083,-,Intron_gpII,RF00029,cm,1,93,19878,19967,+,no,1,0.57,0.0,50.6,0.00029,!,-
IMGVR_UViG_2565956562_000005|2565956562|2565970339|3474024-3513914_II_38753,IMGVR_UViG_2565956562_000005|2565956562|2565970339|3474024-3513914,-,group-II-D1D4-6,RF02005,cm,1,225,38753,38528,-,no,1,0.56,0.0,186.6,6.7e-52,!,-
IMGVR_UViG_2565956562_000006|2565956562|2565970339|3950214-4003540_II_4462,IMGVR_UViG_2565956562_000006|2565956562|2565970339|3950214-4003540,-,group-II-D1D4-6,RF02005,cm,1,225,4462,4237,-,no,1,0.56,0.0,186.6,6.7e-52,!,-
IMGVR_UViG_2565956563_000004|2565956563|2565970343|3518134-3558020_II_38749,IMGVR_UViG_2565956563_000004|2565956563|2565970343|3518134-3558020,-,group-II-D1D4-6,RF02005,cm,1,225,38749,38524,-,no,1,0.56,0.0,186.6,6.7e-52,!,-
IMGVR_UViG_2568526115_000003|2568526115|2568548216_II_3383,IMGVR_UViG_2568526115_000003|2568526115|2568548216,-,Intron_gpII,RF00029,cm,1,93,3383,3479,+,no,1,0.61,0.0,50.7,0.00027,!,-
IMGVR_UViG_2568526154_000001|2568526154|2568551388_II_2200,IMGVR_UViG_2568526154_000001|2568526154|2568551388,-,Intron_gpII,RF00029,cm,1,93,2200,2298,+,no,1,0.55,0.0,61.4,6.4e-07,!,-
IMGVR_UViG_2568526301_000001|2568526301|2568562288_II_31390,IMGVR_UViG_2568526301_000001|2568526301|2568562288,-,Intron_gpII,RF00029,cm,1,93,31390,31476,+,no,1,0.61,0.0,60.8,9.1e-07,!,-
IMGVR_UViG_2568526304_000004|2568526304|2568562609|46636-86526_II_38753,IMGVR_UViG_2568526304_000004|2568526304|2568562609|46636-86526,-,group-II-D1D4-6,RF02005,cm,1,225,38753,38528,-,no,1,0.56,0.0,186.6,6.7e-52,!,-
