gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
CP133956.1_161	174798	175184	387	1	0.351	11	AGGAGG	GENOMAD.085068.VV	3.566e-67	223	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_162	175181	175330	150	1	0.360	11	None	GENOMAD.172701.VV	2.696e-24	95	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_163	175327	175530	204	1	0.402	11	AGGAG	GENOMAD.138550.VV	3.753e-37	133	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_164	175618	175917	300	1	0.403	11	GGA/GAG/AGG	GENOMAD.072865.VV	1.467e-38	139	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_165	175917	177074	1158	1	0.420	11	GGAGG	GENOMAD.049437.VV	1.29e-39	155	0	0	0	2561	Caudoviricetes	NA	NA	PF10926;COG2887;TIGR01896;K07465	RecB family exonuclease
CP133956.1_166	177089	177646	558	1	0.435	11	AGGAG/GGAGG	GENOMAD.039702.VV	3.329e-35	134	0	0	0	2561	Caudoviricetes	NA	NA	PF10991	NA
CP133956.1_167	177689	179611	1923	1	0.444	11	AGGA	GENOMAD.038590.VV	9.516e-132	436	0	0	0	2561	Caudoviricetes	NA	NA	PF00476;PF13482;K02334;COG0749;TIGR01388	DNA polymerase I - 3'-5' exonuclease and polymerase domains
CP133956.1_168	179616	182000	2385	1	0.433	11	AGGA	GENOMAD.147308.VP	3.364e-86	307	0	0	0	2561	Caudoviricetes	NA	NA	PF08800;COG5545	Predicted P-loop ATPase and inactivated derivatives
CP133956.1_169	182387	182662	276	1	0.413	11	AGGAG	GENOMAD.068673.VV	2.651e-21	89	0	0	0	2561	Caudoviricetes	NA	NA	PF18743;COG1591	REase_AHJR-like
CP133956.1_170	182659	183981	1323	1	0.416	11	GGAG/GAGG	GENOMAD.116250.VP	4.66e-43	167	0	0	0	2561	Caudoviricetes	NA	NA	PF00270;COG1111;TIGR04095;K17677	ERCC4-related helicase
CP133956.1_171	183982	184170	189	1	0.360	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_172	184151	184378	228	1	0.338	11	GGAG/GAGG	GENOMAD.158882.VV	6.042e-44	153	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_173	184403	184588	186	1	0.344	11	GGAG/GAGG	GENOMAD.153969.VV	2.105e-32	119	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_174	184585	184878	294	1	0.401	11	GGAG/GAGG	GENOMAD.137046.VV	1.943e-58	196	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_175	184875	185591	717	1	0.371	11	AGGAG	GENOMAD.085344.VV	4.264e-23	101	0	0	0	2561	Caudoviricetes	NA	NA	PF07852	NA
CP133956.1_176	185588	186004	417	1	0.360	11	GGAG/GAGG	GENOMAD.145374.VP	8.637e-71	234	0	0	0	2561	Caudoviricetes	NA	NA	PF05263;TIGR01636;COG2739	phage transcriptional activator, RinA family
CP133956.1_177	186115	186546	432	1	0.414	11	GGAGG	GENOMAD.026460.VV	4.409e-22	94	0	0	1	2561	Caudoviricetes	NA	NA	PF03592;COG3728;K07474	Phage terminase, small subunit
CP133956.1_178	186536	187813	1278	1	0.363	11	GGA/GAG/AGG	GENOMAD.168146.VP	3.144e-46	176	0	0	1	2561	Caudoviricetes	NA	NA	PF17288;PF04466;K06909;TIGR01547;COG1783	phage terminase, large subunit, PBSX family
CP133956.1_179	187829	189361	1533	1	0.372	11	GGAG/GAGG	GENOMAD.003239.VV	8.961e-182	575	0	0	1	2561	Caudoviricetes	NA	NA	PF05133;TIGR01538	phage portal protein, SPP1 family
CP133956.1_180	189327	190769	1443	1	0.358	11	GGA/GAG/AGG	GENOMAD.032478.VV	3.839e-34	141	0	0	0	2561	Caudoviricetes	NA	NA	PF18451	Contact-dependent growth inhibition CdiA C-terminal domain
CP133956.1_181	190869	190985	117	1	0.342	11	AGGAGG	GENOMAD.155017.VV	8.298e-16	70	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_182	190990	191247	258	1	0.372	11	AGxAGG/AGGxGG	GENOMAD.076597.VV	2.214e-43	152	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_183	191424	191993	570	1	0.419	11	AGGAG	GENOMAD.081853.VV	3.057e-90	293	0	0	0	2561	Caudoviricetes	NA	NA	PF14265	NA
CP133956.1_184	192006	192893	888	1	0.400	11	GGAG/GAGG	GENOMAD.004411.VV	1.48e-58	207	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_185	192905	193261	357	1	0.378	11	GGA/GAG/AGG	GENOMAD.017099.VV	7.937e-38	138	0	0	0	2561	Caudoviricetes	NA	NA	PF11436	Phage gp6-like head-tail connector protein
CP133956.1_186	193272	193550	279	1	0.358	11	AGGAG	GENOMAD.066301.VV	1.399e-43	153	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_187	193547	193891	345	1	0.412	11	None	GENOMAD.064522.VV	4.423e-50	173	0	0	1	2561	Caudoviricetes	NA	NA	PF11114;TIGR01725;COG5005	phage protein, HK97 gp10 family
CP133956.1_188	193895	194254	360	1	0.339	11	GGAG/GAGG	GENOMAD.070785.VV	9.259e-53	181	0	0	1	2561	Caudoviricetes	NA	NA	PF16807	NA
CP133956.1_189	194266	194865	600	1	0.398	11	GGA/GAG/AGG	GENOMAD.046838.VV	8.329e-67	226	0	0	1	2561	Caudoviricetes	NA	NA	TIGR02126;COG5437	phage major tail protein, TP901-1 family
CP133956.1_190	194919	195374	456	1	0.368	11	AGGAG	GENOMAD.065271.VV	1.082e-74	246	0	0	1	2561	Caudoviricetes	NA	NA	PF12363	Phage tail assembly chaperone protein, TAC
CP133956.1_191	195449	195682	234	1	0.372	11	GGAG/GAGG	GENOMAD.074177.VV	1.372e-21	89	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_192	195697	200079	4383	1	0.431	11	AGGAGG	GENOMAD.091904.VV	7.75e-166	566	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_193	200091	200933	843	1	0.382	11	AGxAGG/AGGxGG	GENOMAD.054793.VV	1.343e-135	429	0	0	0	2561	Caudoviricetes	NA	NA	COG4722;TIGR01633	Phage-related protein
CP133956.1_194	200943	202925	1983	1	0.401	11	GGAG/GAGG	GENOMAD.049306.VV	3.704e-133	441	0	0	0	2561	Caudoviricetes	NA	NA	COG4926	Phage-related protein
CP133956.1_195	202925	204043	1119	1	0.414	11	GGAGG	GENOMAD.093524.VV	1.18e-128	414	0	0	0	2561	Caudoviricetes	NA	NA	PF07212	Hyaluronidase protein (HylP)
CP133956.1_196	204058	205944	1887	1	0.454	11	AGGAG	GENOMAD.033709.VV	0.0	1092	0	0	0	2561	Caudoviricetes	NA	NA	PF07902	gp58-like protein
CP133956.1_197	205956	206393	438	1	0.377	11	AGGAG	GENOMAD.073534.VV	5.02e-80	261	0	0	0	2561	Caudoviricetes	NA	NA	PF07761	NA
CP133956.1_198	206390	207001	612	1	0.428	11	AGGAG	GENOMAD.024672.VV	8.403e-120	379	0	0	0	2561	Caudoviricetes	NA	NA	PF07104	NA
CP133956.1_199	207013	207285	273	1	0.374	11	GGAG/GAGG	GENOMAD.039653.VV	8.307e-10	56	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_200	207282	207509	228	1	0.395	11	GGAG/GAGG	GENOMAD.126098.VV	2.718e-14	68	0	0	0	2561	Caudoviricetes	NA	NA	COG5546	NA
CP133956.1_201	207518	207625	108	1	0.361	11	AGGAG	GENOMAD.102275.VV	6.443e-10	53	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_202	207626	208960	1335	1	0.384	11	AGGAGG	GENOMAD.006162.VV	6.011e-104	346	0	0	0	2561	Caudoviricetes	NA	NA	K07273;COG3757	Lyzozyme M1 (1,4-beta-N-acetylmuramidase), GH25 family
CP133956.1_203	209132	209911	780	1	0.292	11	GGA/GAG/AGG	GENOMAD.223611.VP	2.185e-128	407	0	0	0	2561	Caudoviricetes	NA	NA	PF02876;PF01123;K11040	Staphylococcal/Streptococcal toxin, beta-grasp domain; Staphylococcal/Streptococcal toxin, OB-fold domain
CP133956.1_204	209937	210647	711	1	0.297	11	AGGAG	GENOMAD.224010.VP	3.73e-48	174	0	0	0	1	NA	NA	NA	PF02876	Staphylococcal/Streptococcal toxin, beta-grasp domain
CP133956.1_205	210900	211505	606	-1	0.309	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_206	212085	213356	1272	-1	0.464	11	GGAGG	GENOMAD.170281.VV	5.283e-05	48	0	0	0	1	NA	NA	NA	PF00308;TIGR00678;COG2256;K04800	DNA polymerase III, delta' subunit
CP133956.1_207	213349	213957	609	-1	0.461	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_208	213998	215734	1737	-1	0.454	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_209	215883	216353	471	1	0.401	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_210	216355	216699	345	1	0.426	11	GGAG/GAGG	GENOMAD.034675.CC	0.0003218	41	0	0	0	1	NA	NA	NA	PF04266;COG4043	ASC-1 homology (ASCH) domain, predicted RNA-binding domain
CP133956.1_211	216716	217144	429	1	0.443	11	GGA/GAG/AGG	GENOMAD.209333.CV	2.618e-08	54	0	0	0	1	NA	NA	NA	PF16262;COG4119;K08310;TIGR00586	Predicted NTP pyrophosphohydrolase, NUDIX family
CP133956.1_212	217342	219879	2538	-1	0.444	11	AGGAG(G)/GGAGG	GENOMAD.098416.VV	0.0001363	48	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_213	220442	221395	954	1	0.470	11	GGA/GAG/AGG	GENOMAD.060882.CP	1.31e-29	123	0	0	0	2561	Caudoviricetes	NA	NA	PF06325;K02687;COG2264;TIGR00406	Ribosomal protein L11 methyltransferase (PrmA)
CP133956.1_214	221395	222141	747	1	0.466	11	AGGAG(G)/GGAGG	GENOMAD.060303.CP	2.94e-18	87	1	0	0	1	NA	NA	NA	PF04452;PF20260;TIGR00046;COG1385;K09761	RNA methyltransferase, RsmE family
CP133956.1_215	222390	223394	1005	1	0.459	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_216	223691	225877	2187	1	0.463	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_217	225955	226776	822	1	0.471	11	AGGAG	GENOMAD.194079.PC	2.703e-60	211	0	0	0	1	NA	NA	NA	PF19580;K06896;COG3568;TIGR03395	Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family
CP133956.1_218	227072	227530	459	-1	0.458	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_219	227926	229110	1185	-1	0.406	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_220	229360	230964	1605	1	0.386	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_221	231187	233406	2220	1	0.475	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_222	233421	233864	444	1	0.493	11	AGGAG	GENOMAD.094199.CP	2.275e-31	121	0	0	0	8016	Inoviridae	NA	NA	PF02580;COG1490;TIGR00256	D-Tyr-tRNAtyr deacylase
CP133956.1_223	233991	235283	1293	-1	0.400	11	GGAGG	GENOMAD.151810.VV	1.31e-183	576	0	0	0	2561	Caudoviricetes	NA	NA	PF02821;K14198	Staphylokinase/Streptokinase family
CP133956.1_224	236038	236886	849	1	0.461	11	AGGA	GENOMAD.160577.CP	7.331e-39	149	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_225	237036	238169	1134	1	0.448	11	AGGAG	GENOMAD.126777.CP	1.114e-35	143	0	0	0	2561	Caudoviricetes	NA	NA	PF17912;PF03459;COG3585;TIGR00638	MalK OB fold domain; TOBE domain
CP133956.1_226	238353	239972	1620	1	0.439	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_227	240557	240916	360	1	0.439	11	AGGAG	GENOMAD.132394.CP	4.738e-11	61	0	0	0	1	NA	NA	NA	PF02699;COG1862;TIGR00739	Preprotein translocase subunit YajC
CP133956.1_228	241090	241839	750	1	0.441	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_229	241849	242643	795	1	0.416	11	AGGAG	GENOMAD.118610.CP	1.869e-22	100	0	0	0	2561	Caudoviricetes	NA	NA	PF01148;COG4589	Cytidylyltransferase family
CP133956.1_230	242675	243940	1266	1	0.429	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_231	244225	246066	1842	1	0.464	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_232	246118	246675	558	1	0.466	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_233	247010	251407	4398	1	0.464	11	AGGAG	GENOMAD.141429.CP	6.719e-15	83	0	0	0	2561	Caudoviricetes	NA	NA	PF09723;TIGR02605;COG1996	putative regulatory protein, FmdB family
CP133956.1_234	251529	251957	429	1	0.420	11	GGAG/GAGG	GENOMAD.167431.CP	6.067e-07	50	0	0	0	1	NA	NA	NA	PF14557;K15973;TIGR04472;COG2005	mobile rSAM pair MarR family regulator
CP133956.1_235	252087	252632	546	1	0.460	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_236	252811	253425	615	-1	0.428	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_237	253802	255217	1416	1	0.410	11	GGAG/GAGG	GENOMAD.162063.PC	7.491e-06	51	0	0	0	1	NA	NA	NA	TIGR03934	TQXA domain
CP133956.1_238	255483	255752	270	1	0.419	11	AGGAG	GENOMAD.056361.CP	1.875e-31	118	1	0	0	1	NA	NA	NA	PF00312;TIGR00952;COG0184	ribosomal protein S15, bacterial/organelle
CP133956.1_239	255844	256710	867	-1	0.400	11	AGGA/GGAG/GAGG	GENOMAD.224170.VP	0.0004694	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_240	256707	257195	489	-1	0.374	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_241	257561	259705	2145	1	0.466	11	AGGAG	GENOMAD.056657.CV	1.869e-236	744	0	0	0	2561	Caudoviricetes	NA	NA	PF01138;PF03726;PF03725;K00962;TIGR02696;COG1185	guanosine pentaphosphate synthetase I/polynucleotide phosphorylase
CP133956.1_242	259698	260450	753	1	0.422	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_243	260462	260998	537	1	0.499	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_244	261116	262459	1344	1	0.445	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_245	262452	262859	408	1	0.424	11	GGAG/GAGG	GENOMAD.103022.CV	8.202e-29	113	0	0	0	1	NA	NA	NA	PF20614;K11145;COG1939;TIGR02191	Homologues of viral RNAse III, found in viruses infecting fungi
CP133956.1_246	263076	263864	789	1	0.450	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_247	263913	264659	747	1	0.430	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_248	264660	265178	519	1	0.405	11	None	GENOMAD.001324.CC	2.654e-22	96	0	0	0	2561	Caudoviricetes	NA	NA	PF05991;K06962;COG3688	Predicted RNA-binding protein containing a PIN domain
CP133956.1_249	265362	266222	861	1	0.434	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_250	266761	267207	447	1	0.423	11	AGGAG	GENOMAD.078681.CV	9.55e-50	174	1	0	0	2561	Caudoviricetes	NA	NA	PF00572;K02871;COG0102;TIGR01066	Ribosomal protein L13
CP133956.1_251	267227	267619	393	1	0.443	11	AGGAG	GENOMAD.076388.CV	1.102e-31	121	1	0	0	2561	Caudoviricetes	NA	NA	PF00380;COG0103;TIGR03627;K02960	Ribosomal protein S9
CP133956.1_252	267608	268825	1218	-1	0.366	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_253	268879	269397	519	-1	0.341	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_254	269550	269834	285	1	0.400	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_255	269843	270667	825	1	0.368	11	GGAG/GAGG	GENOMAD.026055.VV	6.773e-08	56	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_256	270682	270972	291	1	0.378	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_257	270965	271327	363	1	0.339	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_258	271327	271683	357	1	0.361	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_259	272027	273571	1545	1	0.419	11	GGAG/GAGG	GENOMAD.091839.CV	0.0005857	45	0	0	0	2561	Caudoviricetes	NA	NA	PF01189;K15460;COG4123;TIGR03534	tRNA1(Val) A37 N6-methylase TrmN6
CP133956.1_260	273573	274829	1257	1	0.391	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_261	274834	275439	606	1	0.386	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_262	275454	276662	1209	1	0.304	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_263	276665	279760	3096	1	0.409	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_264	279928	281379	1452	1	0.397	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_265	281741	282028	288	1	0.326	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_266	282018	282356	339	1	0.310	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_267	284167	285210	1044	-1	0.435	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_268	285287	286297	1011	-1	0.464	11	AGGAGG	GENOMAD.070016.VV	7.26e-10	63	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_269	286307	287791	1485	-1	0.438	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_270	287795	288967	1173	-1	0.478	11	AGGAG	GENOMAD.141411.CP	7.892e-13	73	1	0	0	1	NA	NA	NA	PF10509;PF08544;K00849;TIGR00131;COG0153	galactokinase
CP133956.1_271	289108	290109	1002	1	0.419	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_272	290274	291155	882	1	0.458	11	AGGA	GENOMAD.129056.CP	5.268e-11	66	0	0	0	1	NA	NA	NA	PF00781;PF19279;TIGR03702;K07029;COG1597	lipid kinase YegS
CP133956.1_273	291780	293327	1548	1	0.439	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_274	293654	294577	924	1	0.413	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_275	294592	295731	1140	1	0.425	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_276	295909	297003	1095	1	0.428	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_277	303392	303877	486	1	0.451	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_278	304355	305719	1365	-1	0.430	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_279	305906	306655	750	1	0.420	11	None	GENOMAD.147411.CP	7.373e-34	133	0	0	0	2561	Caudoviricetes	NA	NA	PF01416;TIGR00071;COG0101;K15452	tRNA pseudouridine(38-40) synthase
CP133956.1_280	306645	307394	750	1	0.432	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_281	307391	307873	483	1	0.455	11	GGAG/GAGG	GENOMAD.148365.CP	2.7e-35	133	0	0	0	1	NA	NA	NA	PF07155;TIGR04002;COG4769;K16923	TIGR04002 family protein
CP133956.1_282	307886	308446	561	1	0.458	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_283	308542	309381	840	-1	0.400	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_284	309832	311241	1410	1	0.430	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_285	311590	312873	1284	1	0.427	11	AGGAG	GENOMAD.119118.CV	6.759e-49	184	1	0	0	2561	Caudoviricetes	NA	NA	PF05697;PF05698;TIGR00115;K03545;COG0544	trigger factor
CP133956.1_286	313140	313706	567	1	0.399	11	AGGAG	GENOMAD.007762.CC	1.735e-10	62	0	0	0	1	NA	NA	NA	COG3343	DNA-directed RNA polymerase, delta subunit
CP133956.1_287	313980	315593	1614	1	0.445	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_288	315953	316879	927	1	0.447	11	None	GENOMAD.145693.CP	9.085e-16	81	0	0	0	1	NA	NA	NA	PF08538;TIGR01607;COG0429;K06889	Plasmodium subtelomeric family (PST-A)
CP133956.1_289	317222	318103	882	1	0.437	11	AGGAGG	GENOMAD.132667.CP	1.627e-17	86	0	0	0	2561	Caudoviricetes	NA	NA	PF01116;COG0191;K01624;TIGR00167	Fructose/tagatose bisphosphate aldolase
CP133956.1_290	318693	319058	366	1	0.363	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_291	319518	319706	189	1	0.376	11	AGGAGG	GENOMAD.084054.CP	1.451e-14	68	0	0	0	1	NA	NA	NA	PF00830;COG0227;TIGR00009	Ribosomal protein L28
CP133956.1_292	319858	320223	366	1	0.366	11	GGAG/GAGG	GENOMAD.085885.CP	9.045e-30	115	0	0	0	1	NA	NA	NA	PF03780;COG1302	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family
CP133956.1_293	320223	321887	1665	1	0.448	11	AGGAG	GENOMAD.095800.CP	2.295e-45	177	0	0	0	2561	Caudoviricetes	NA	NA	PF13684;TIGR03599;K07030;COG1461	DAK2 domain fusion protein YloV
CP133956.1_294	322150	323040	891	1	0.409	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_295	323564	323680	117	-1	0.393	11	AGGAGG	GENOMAD.056664.CC	1.117e-06	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_296	324028	324768	741	-1	0.441	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_297	324761	326329	1569	-1	0.453	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_298	326645	327484	840	1	0.408	11	AGGAG	GENOMAD.123894.CP	8.035e-106	343	0	0	0	1	NA	NA	NA	K06153;COG1968	Undecaprenyl pyrophosphate phosphatase
CP133956.1_299	327604	328368	765	1	0.427	11	GGAG/GAGG	GENOMAD.011259.CC	1.242e-123	393	0	0	0	1	NA	NA	NA	PF05389;COG4862;K16511	Negative regulator of genetic competence, sporulation and motility
CP133956.1_300	328372	329532	1161	1	0.408	11	GGA/GAG/AGG	GENOMAD.075142.CV	3.12e-07	55	1	0	0	1	NA	NA	NA	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase
CP133956.1_301	329653	330423	771	1	0.446	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_302	330514	331776	1263	1	0.466	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_303	331803	333029	1227	1	0.447	11	AGGAG	GENOMAD.123263.CP	2.006e-08	59	0	0	0	1	NA	NA	NA	PF19488;K11717;TIGR01814;COG3844	kynureninase
CP133956.1_304	333016	333453	438	1	0.461	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_305	333493	334911	1419	1	0.436	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_306	335071	336252	1182	-1	0.410	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_307	336336	337571	1236	-1	0.442	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_308	337893	339131	1239	-1	0.409	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_309	339439	341415	1977	1	0.412	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_310	341479	342978	1500	1	0.388	11	GGA/GAG/AGG	GENOMAD.121868.CP	1.656e-05	50	0	0	0	1	NA	NA	NA	PF00528;K15581;TIGR02789;COG0601	nickel ABC transporter, permease subunit NikB
CP133956.1_311	342978	343904	927	1	0.362	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_312	343913	344983	1071	1	0.427	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_313	344976	345899	924	1	0.402	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_314	358090	358575	486	1	0.451	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_315	358713	359240	528	1	0.419	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_316	359240	360358	1119	1	0.417	11	GGA/GAG/AGG	GENOMAD.132282.CP	6.88e-49	182	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_317	360385	360693	309	1	0.388	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_318	360777	361409	633	1	0.414	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_319	361406	361999	594	1	0.414	11	AGxAGG/AGGxGG	GENOMAD.093631.CP	4.629e-10	61	0	0	0	1	NA	NA	NA	TIGR00488;COG1713	putative HD superfamily hydrolase of NAD metabolism
CP133956.1_320	362001	362354	354	1	0.424	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_321	362466	363227	762	1	0.413	11	GGA/GAG/AGG	GENOMAD.153416.CP	4.893e-07	53	0	0	0	1	NA	NA	NA	PF01739;K18896;TIGR04290;COG0742	methyltransferase, Rta_06860 family
