#This annotation file adds bars which indicate the length of the viral genome.

DATASET_SIMPLEBAR

SEPARATOR TAB

DATASET_LABEL	Genome Length (KB)
MN807247	50.836
MN813700	52.955
MN813699	50.886
MN813697	51.483
MN813696	51.679
MN813693	69.897
MN813692	29.641
MN813691	29.554
MN813690	29.641
MN813689	29.641
MN813688	29.47
MN813686	70.668
MN813685	42.205
MN813683	29.494
MN813681	52.521
MN813679	29.465
MN813678	67.349
MN813677	29.516
MN813675	29.33
MN703409	38.969
MN703408	53.598
MN703405	52.595
MN728684	51.412
MN728683	52.123
MN586031	53.622
MN586063	49.968
MN586062	50.671
MN586060	51.121
MN586059	53.496
MN586048	50.877
MN586047	58.844
MN586046	67.496
MN586045	67.497
MN586043	76.688
MN586042	53.352
MN586040	136.319
MN586039	51.8
MN586038	51.094
MN586037	75.129
MN586029	111.74
MN586028	59.761
MN586026	59.268
MN586024	81.039
MN586021	70.671
MN586020	55.21
MN586016	51.469
MN586012	58.824
MN586011	58.136
MN586009	49.53
MN586007	54.344
MN586006	51.653
MN586005	53.852
MN586004	55.47
MN586002	52.181
MN586001	59.478
MN586000	51.482
MN585999	53.032
MN585998	49.937
MN585997	51.223
MN585995	55.189
MN585994	52.431
MN585993	71.538
MN585992	76.413
MN585991	52.22
MN585989	52.772
MN585988	59.746
MN585987	54.687
MN585986	54.347
MN585985	50.965
MN585984	48.85
MN585983	53.044
MN585981	52.732
MN585980	53.403
MN585979	53.277
MN585978	53.22
MN585977	49.075
MN585976	52.539
MN585975	58.15
MN585974	52.556
MN585973	59.357
MN585971	60.278
MN585970	51.163
MN585969	50.77
MN585968	49.006
MN369765	42.108
MN369764	52.816
MN369763	50.48
MN369762	57.666
MN369760	52.145
MN369758	59.58
MN369756	52.661
MN369754	131.038
MN369748	51.881
MN369741	53.186
MN444877	53.362
MN444870	75.606
MN444869	53.408
MN497953	50.849
MN617845	53.793
MN617844	51.052
MN617843	70.992
MN617840	41.573
MN484600	38.85
MN310548	56.726
MN428066	155.116
MN428061	64.931
MN428060	130.73
MN428059	75.453
MN428056	64.817
MN428054	51.576
MN428051	58.461
MN428049	67.516
MN428047	58.666
MN284905	51.281
MN284904	59.727
MN284903	53.035
MN284900	50.575
MN284899	51.591
MN284898	52.549
MN284897	57.846
MN329678	29.549
MN329677	59.759
MN329676	64.824
MN329675	41.531
MN329674	65.404
MN329673	59.449
MN234236	48.053
MN234235	53.217
MN234225	67.411
MN234224	59.173
MN234223	68.523
MN234217	59.173
MN234215	44.571
MN234214	38.128
MN234212	51.159
MN234209	53.055
MN234208	53.011
MN234203	53.235
MN234200	53.199
MN234199	61.772
MN234196	61.098
MN234195	48.54
MN234194	56.953
MN234193	155.68
MN234192	50.793
MN234188	52.202
MN234187	77.566
MN234178	45.507
MN234177	41.555
MN234176	62.192
MN234172	50.415
MN234170	54.301
MN234169	49.127
MN234168	56.953
MN234167	53.37
MN234166	74.355
MN234164	59.171
MN234161	49.604
MN224566	51.546
MN224565	53.909
MN224564	55.045
MN276192	154.512
MN310547	51.393
MN310545	54.857
MN310544	58.397
MN310542	53.549
MN310541	52.466
MN204502	57.386
MN204498	48.883
MN183283	51.178
MN183281	39.994
MN183279	50.782
MN119379	52.38
MN119377	49.42
MN062719	53.277
MN062718	50.293
MN062717	41.947
MN062714	41.692
MN062712	50.077
MN062710	49.516
MN062708	52.441
MN062706	50.143
MN175604	41.486
MN175603	53.975
MK937610	42.129
MK967401	51.22
MK967399	50.574
MK967398	58.287
MK967397	55.945
MK967396	57.306
MK967395	53.04
MK967389	49.894
MK967387	53.442
MK967382	52.601
MK967379	113.067
MN096382	73.721
MN096381	50.066
MN096380	76.734
MN096379	51.631
MN096377	75.632
MN096376	52.987
MN096375	50.095
MN096373	51.517
MN096372	51.182
MN096368	50.891
MN096364	74.707
MN096361	76.351
MN096360	69.026
MN096359	69.021
MN096358	62.439
MN096357	61.09
MN096356	48.822
MN096355	50.513
MK937611	61.248
MK937607	61.219
MK937605	52.669
MK937604	46.263
MK937601	58
MK937600	76.414
MK937599	45.736
MK937598	42.169
MK937594	59.4
MK937593	75.248
MK937592	136.361
MN010762	48.512
MN010758	43.143
MN010757	46.896
MK919481	73.414
MK919480	47.094
MK919479	51.091
MK919473	58.69
MK919472	53.136
MK977713	53.3
MK977709	56.714
MK977708	42.396
MK977707	49.798
MK977704	55.939
MK977703	40.317
MK977702	59.022
MK977700	67.086
MK977698	52.986
MK977696	151.316
MK977695	150.83
MK801735	52.009
MK801726	76.145
MK801725	61.89
MK878905	51.373
MK878900	75.617
MK878897	155.713
MK878896	50.867
MK878895	51.809
MK894433	52.009
MK977705	90.669
MK820639	47.229
MK820638	53.147
MK875800	50.877
MK875799	51.306
MK875798	53.241
MK875796	50.32
MK875792	58.758
MK875791	47.197
MK814761	59.454
MK814758	45.68
MK814755	50.337
MK814754	52.656
MK814753	41.814
MK814751	67.366
MK814748	52.907
MK757445	75.36
MK524531	52.364
MK686071	68.43
MK620898	67.481
MK620896	126.383
MK620894	186.383
MK494123	64.824
MK494130	52.462
MK494129	51.637
MK494128	50.577
MK494127	50.079
MK494126	51.366
MK494125	51.367
MK494124	51.236
MK494122	48.424
MK494120	57.703
MK494118	55.422
MK494117	51.3
MK494116	53.97
MK494115	51.273
MK494113	53.594
MK494110	58.93
MK494108	52.596
MK494101	51.371
MK494100	73.871
MK494097	51.373
MK494096	50.828
MK494094	51.418
MK494093	51.47
MK494091	50.693
MK494090	52.234
MK494089	42.596
MK494088	51.371
MK494087	52.724
MK559429	75.24
MK559428	52.975
MK468591	53.365
MK524530	50.346
MK524529	114.32
MK524528	42.594
MK524527	113.254
MK524525	52.018
MK524524	50.374
MK524523	53.581
MK524522	42.595
MK524520	42.597
MK524519	51.333
MK524518	43.7
MK524517	59.617
MK524516	110.636
MK524515	43.7
MK524514	51.304
MK524513	52.595
MK524511	51.202
MK524510	54.579
MK524509	41.278
MK524508	48.056
MK524507	52.147
MK524506	53.598
MK524504	112.884
MK524503	60.228
MK524500	41.988
MK524499	53.565
MK524497	53.936
MK524496	50.062
MK524495	46.538
MK524492	52.274
MK524491	53.167
MK524489	50.799
MK524487	46.537
MK501729	52.024
MK433278	49.557
MK433276	51.571
MK433273	49.75
MK433271	49.558
MK433270	49.576
MK433264	55.829
MK433262	76.435
MK392367	42.595
MK392366	50.632
MK392365	52.49
MK392364	50.66
MK392363	52.603
MK359366	154.283
MK359364	154.397
MK359363	154.456
MK359362	154.553
MK359360	52.359
MK359358	155.7
MK359356	51.412
MK359354	49.593
MK359353	155.658
MK359352	50.341
MK359348	155.955
MK359347	157.399
MK359343	58.397
MK359342	154.471
MK359341	50.013
MK359340	51.263
MK359338	154.553
MK359337	152.593
MK359336	154.283
MK359331	52.843
MK359328	157.365
MK359325	51.374
MK359323	51.383
MK359322	51.303
MK359320	76.34
MK359316	48.484
MK359315	57.754
MK359312	50.35
MK359310	51.274
MK359309	75.075
MK359307	58.069
MK359305	155.389
MK359304	50.181
MK359301	51.365
MK359300	51.737
MK359299	51.703
MK310145	51.37
MK310144	71.059
MK310143	153.582
MK310142	51.854
MK310141	53.449
MK310140	50.574
MK310138	61.03
MK460245	52.131
MK450436	73.353
MK450427	155.007
MK305893	52.295
MK305892	64.827
MK305889	59.655
MK305887	51.106
MK305886	58.666
MK376963	62.684
MK376959	93.276
MK376956	92.688
MH825713	154.764
MK284522	53.377
MK284519	50.078
MK284518	47.343
MK061412	128.338
MK279913	50.886
MK279903	48.229
MK279902	51.393
MK279898	51.287
MK279894	68.608
MK279877	68.603
MK279857	53.467
MK279849	111.97
MK279842	65.38
MK112547	51.628
MK112530	49.601
MK112532	52.528
MK112540	48.149
MK112543	49.943
MK112546	68.075
MK112549	155.131
MK112556	58.079
MK061415	52.522
MK061414	69.164
MK061409	53.014
MK061408	53.001
MK061407	65.529
MH976519	58.281
MH976518	57.916
MH976517	50.075
MH976516	66.432
MH976515	76.358
MH976514	57.572
MH976513	57.973
MH976512	59.495
MH976511	57.472
MH976510	59.136
MH976509	57.312
MH976508	57.88
MH976507	58.474
MH976506	59.156
MH910040	156.554
MK016504	59.093
MK016502	75.675
MK016501	85.613
MK016499	47.612
MK016498	76.023
MK016496	58.575
MK016494	59.306
MK016493	90.743
MK016492	52.089
MK016491	76.377
MH926057	66.915
MH926056	66.714
MH926055	43.575
MH727543	155.886
MH834626	39.926
MH834624	38.077
MH834620	38.457
MH834618	38.45
MH834617	58.423
MH834616	38.449
MH834609	37.967
MH834608	39.044
MH834606	38.317
MH834604	39.828
MH834601	58.078
MH834600	72.81
MH834599	39.926
MH834596	39.928
MH834595	38.802
MH834602	39.828
MH744415	58.569
MH727558	156.61
MH825712	62.517
MH825711	58.193
MH825710	51.365
MH825709	52.944
MH825708	52.383
MH825707	58.106
MH825706	53.356
MH825704	53.153
MH825703	51.025
MH825701	52.858
MH825697	154.722
MH779517	52.499
MH779514	42.311
MH779511	75.44
MH779503	75.649
MH744425	74.392
MH744423	69.448
MH744418	184.281
MH744414	52.273
MH727564	131.25
MH727562	64.911
MH727559	75.307
MH727557	75.64
MH727563	51.029
MH727554	48.545
MH727553	64.834
MH727551	110.713
MH727548	57.861
MH727545	58.129
MH697590	155.959
MH697586	155.217
MH651190	52.628
MH651189	43.099
MH651188	57.726
MH651187	58.078
MH651183	58.009
MH651182	75.813
MH651180	53.35
MH651179	50.849
MH651178	58.701
MH651174	75.598
MH651173	52.055
MH651172	129.015
MH651170	51.811
MH651169	58.098
MH651168	57.555
MH651166	59.215
MH669017	111.74
MH669016	52.6
MH669014	58.604
MH669012	57.526
MH669011	49.209
MH669010	57.989
MH669009	55.767
MH669008	154.78
MH669005	58.962
MH669004	50.547
MH669003	57.754
MH669002	75.295
MH669001	59.482
MH669000	58.301
MH697593	44.205
MH697591	53.348
MH697589	41.706
MH697588	51.367
MH697587	81.036
MH697585	43.697
MH697583	113.536
MH697582	111.924
MH697581	50.827
MH697579	160.33
MH697576	44.333
MH697575	51.703
MH590593	154.861
MH632119	58.731
MH632118	53.828
MH632117	48.502
MH590603	90.49
MH590602	57.955
MH590601	50.66
MH590600	52.992
MH590598	53.058
MH590596	57.001
MH590595	50.535
MH590589	129.742
MH590587	76.915
MH576977	68.657
MH576975	49.097
MH576974	50.21
MH576973	70.183
MH576971	52.96
MH576969	49.729
MH576962	186.702
MH576959	51.486
MH576956	74.07
MH576953	75.586
MH576949	50.843
MH513985	52.876
MH513984	53.42
MH513983	76.133
MH513980	68.056
MH513978	75.685
MH513975	48.504
MH513974	52.619
MH513972	75.668
MH513971	50.455
MH513970	71.376
MH536829	75.359
MH536828	52.138
MH536827	75.366
MH536826	51.265
MH536825	50.721
MH536820	76.498
MH536817	51.343
MH536816	50.155
MH536815	54.036
MH536814	130.473
MH536813	48.545
MH509447	40.833
MH509443	51.366
MH509442	60.43
MH509441	52.668
MH479926	57.542
MH479924	58.767
MH479921	69.085
MH479919	52.695
MH479918	68.637
MH479917	58.755
MH479916	68.547
MH479914	69.476
MH479911	51.366
MH479909	51.369
MH450133	51.822
MH450130	53.483
MH450129	57.448
MH450128	49.412
MH450126	49.756
MH450125	56.978
MH450124	50.57
MH450123	39.448
MH450120	57.847
MH450119	50.571
MH450116	69.174
MH450115	57.822
MH450113	52.632
MH536811	125.726
MH399785	51.376
MH399777	51.376
MH399789	58.12
MH399787	41.491
MH399784	58.102
MH399782	51.672
MH399778	74.169
MH399776	50.883
MH399774	75.07
MH371110	51.428
MH371112	75.208
MH371115	55.727
MH371120	58.297
MH371121	48.024
MH371122	52.949
MH371123	59.54
MH338241	51.143
MH338240	50.855
MH338239	50.505
MH338238	51.527
MH338237	52.347
MH338236	52.152
MH338235	50.28
MH338234	53.256
MH316567	155.006
MH316561	156.199
MH248947	50.129
MH229865	54.798
MH229864	54.495
MH229863	54.912
MH229862	55.137
MH316570	43.243
MH316569	46.544
MH316566	53.14
MH316565	69.8
MH316564	54.118
MH316563	50.061
MH316562	64.877
MH271321	53.549
MH271319	46.539
MH271315	46.807
MH271314	46.596
MH271312	54.189
MH271311	46.568
MH271309	46.54
MH271306	45.936
MH271304	54.148
MH271299	46.535
MH271297	46.429
MH271295	46.653
MH271294	46.347
MH271293	46.606
MH271291	46.493
MH153809	59.641
MH178382	57.243
MH178381	57.243
MH183162	97.757
MH171098	51.396
MH171097	51.393
MH171096	50.605
MH171095	51.612
MH171094	51.127
MH171093	50.98
MH155880	55.993
MH155879	51.368
MH155876	51.633
MH155875	51.376
MH155873	52.935
MH155871	58.074
MH155870	56.362
MH155866	54.685
MH155865	59.815
MH155864	50.884
MH153812	131.801
MH153810	61.67
MH153807	133.006
MH153804	53.912
MH153801	78.922
MH230879	49.808
MH230878	51.745
MH230877	51.374
MH230876	53.287
MH077585	57.742
MH077581	51.372
MH077580	54.356
MH077579	112.351
MH077578	57.797
MH077576	53.225
MH077583	50.84
JN699628	80.228
MH051261	156.679
MH051260	156.221
MH051259	50.413
MH051257	56.515
MH051256	51.215
MH051254	50.53
MH051253	52.091
MH051252	52.618
MH051250	51.215
MH051249	67.491
MH051248	53.618
MH051247	51.418
MH051266	155.916
MH045568	41.417
MH047633	50.006
MH047632	50.084
MH045567	42.139
MH045566	42.655
MH020249	51.365
MH020248	50.08
MH020247	75.605
MH020244	52.394
MH020243	57.455
MH020242	57.455
MH020241	49.965
MH020240	52.686
MH020239	51.594
MH020238	50.841
MH020237	52.967
MH020236	51.904
MH020235	57.737
MG962373	51.411
MG962372	51.521
MG962370	50.294
MG962369	59.608
MG962368	59.545
MG962366	138.896
MG962361	57.734
MH000607	75.565
MH000606	52.157
MH001460	52.743
MH001459	49.894
MH001458	53.134
MH001457	42.446
MH001454	52.856
MH001453	60.031
MH001452	67.406
MH001451	42.393
MH001449	55.178
MH001448	57.256
MG944224	51.366
MG944221	51.69
MG944220	52.601
MG944217	51.373
MG925355	50.755
MG925353	69.439
MG925351	51.372
MG925349	43.511
MG925344	53.317
MG925342	52.695
MG925354	56.867
MG925341	50.884
MG925340	53.325
MG925338	68.668
MG920060	52.233
MG920059	68.514
MG812494	156.471
MG812493	155.943
MG872839	156.804
MG872843	76.299
MG872842	53.355
MG872841	58.23
MG872840	53.219
MG872837	71.65
MG872836	51.083
MG872835	52.953
MG872833	51.702
MG872832	74.594
MG872831	74.594
MG757167	64.625
MG757163	51.464
MG757162	67.401
MG757161	50.878
MG757160	75.829
MG757153	127.084
MF140410	52.497
KF279418	50.854
KX619650	53.163
KX670790	56.168
KX619651	51.502
KU647628	59.443
KT438501	51.543
KM591906	53.184
KM400683	109.801
KC691255	75.736
JX649097	68.992
JN020141	59.315
JF937091	74.997
EU826469	154.017
AY129332	50.913
MG839022	41.799
MG812495	52.034
MG812492	50.042
MG812491	67.57
MG812490	67.044
MG812489	51.083
MG812488	57.036
MG812487	58.842
MG812486	51.793
KU963252	46.895
MG770213	57.159
MG770211	76.889
MG593803	42.89
MG593802	49.299
MG593800	42.551
MG670586	41.593
MF919537	92.546
MG099934	50.503
MG099936	43.779
MG099937	50.812
MG099938	47.409
MG099942	51.374
MG099944	51.05
MG099945	52.879
MG099947	52.874
MG099948	43.886
MG099949	50.403
MG099951	50.907
MG099952	48.724
MG099953	75.896
MG298964	48.803
MG198785	47.618
MG198781	43.812
MG198780	66.392
MG198778	66.359
MG198777	67.743
MG198776	67.383
MF919534	109.799
MF919524	75.808
MF668286	139.262
MF919541	73.697
MF919540	74.576
MF919538	53.043
MF919536	52.35
MF919535	76.169
MF919533	29.217
MF919531	53.051
MF919529	73.495
MF919526	56.125
MF919525	77.053
MF919522	29.223
MF919520	93.201
MF919516	29.041
MF919515	29.451
MF919514	60.237
MF919512	112.329
MF919509	51.374
MF919508	51.017
MF919506	76.217
MF919505	29.742
MF919504	112.285
MF919502	57.437
MF919501	56.827
MF919500	52.85
MF919498	51.575
MF919496	51.809
MF919495	156.514
MF919493	155.205
MF919492	46.732
MF919491	30.112
MF919490	53.545
MG009575	70.373
MF766048	50.574
MF766047	50.837
MF766046	50.483
MF766045	50.602
MF766044	49.372
MF185728	77.031
MF541410	49.961
MF541409	49.976
MF541408	50.066
MF541407	49.908
MF541406	50.976
MF541405	50.536
MF541404	50.066
MF541403	49.941
MF773750	50.072
MF668280	164.254
MF472895	50.283
MF472896	53.366
MF472894	47.612
MF472893	50.263
MF668288	52.122
MF668287	54.513
MF668284	110.24
MF668283	54.655
MF668282	51.238
MF668281	57.789
MF668278	51.294
MF668277	75.554
MF668275	50.774
MF668271	55.765
MF668270	56.418
MF668269	52.719
MF185731	58.247
MF140406	61.594
MF185733	50.841
MF324910	76.315
MF324899	51.008
MF373840	50.053
MF140422	75.822
MF140421	70.413
MF140414	76.075
MF140413	69.537
MF140411	58.15
MF140408	58.129
MF140403	52.991
MF140399	46.484
MF140398	61.761
MF185732	50.856
MF185727	50.4
MF185726	73.808
MF324915	62.236
MF324914	60.321
MF324913	60.813
MF324912	61.109
MF324911	61.882
MF324909	56.58
MF324908	61.208
MF281061	48.699
MF373843	48.815
MF467949	55.707
MF467948	56.076
MF324903	46.389
MF324907	49.797
MF324906	58.739
MF324905	46.673
MF324904	46.627
MF324902	46.985
MF324901	46.619
MF324900	46.619
MF324898	46.854
MF140432	58.238
MF140401	56.622
MF140397	39.122
MF189179	46.353
MF189178	50.93
MF189177	49.808
MF189176	51.347
MF189175	59.084
MF189174	58.059
MF189173	58.208
MF189172	58.059
MF189171	57.401
MF189170	58.059
MF377442	49.976
MF377441	51.138
MF141539	50.514
MF537628	46.932
MF190168	55.735
AY129336	56.275
MF140405	72.055
MF185730	76.653
MF185729	50.898
MF140423	58.839
KY965065	53.085
KY965064	56.663
KY965063	48.596
MF155936	43.344
MF373842	46.314
MF133446	48.639
MF038791	58.405
MF038790	58.405
KY798216	48.502
KY702574	60.3
KY783914	80.309
KY676784	39.693
KY471269	44.936
KY471268	44.936
KY471267	55.094
KY471266	51.367
KY464936	49.156
KY471460	52.715
KY385384	56.335
KY385381	78.536
KY549155	51.402
KY549154	46.641
KY549153	46.597
KY549152	75.215
KY365739	57.165
KY348865	57.647
KY319168	76.483
KY224001	50.864
KY223999	84.303
KX712238	52.32
KY213952	49.531
KY204251	51.37
KY204250	51.407
KY204249	51.365
KY204248	51.366
KY204247	51.372
KY204246	51.372
KY204245	51.131
KY204244	51.397
KY087993	61.812
KY083063	51.386
KY083062	51.374
KY083061	51.369
KY083060	51.374
KY083059	51.433
KY083058	51.381
KX831080	157.034
KY012363	57.155
KX897981	52.785
KX817175	51.372
KX817174	51.373
KX817173	76.944
KX808131	59.346
KX808130	51.374
KX808129	50.883
KX758539	52.462
KX758538	52.753
KX670789	56.189
KX670788	50.899
KX756439	42.454
KX688047	58.129
KX683876	52.659
KX683875	53.111
KX774321	134.973
KX781992	154.474
KX712237	46.962
KX712236	46.93
KX657793	53.432
KX664448	50.841
KX664447	53.3
KX550443	51.743
KX550442	51.274
KX550441	51.178
KX589269	70.679
KX685355	52.911
KX610764	60.19
KX648373	51.376
KX640831	50.087
KX683423	50.657
KX641263	53.33
KX641262	48.87
KX641261	51.91
KX641260	51.591
KX620754	38.555
KX620753	38.067
KX620752	35.209
KX620751	37.429
KX620750	37.219
KX620749	35.948
KX620748	35.284
KX670828	50.066
KX611831	75.779
KX611788	46.383
KX580962	75.806
KX580961	76.363
KX702320	51.646
KX585252	53.426
KX585251	61.248
KX576644	58.608
KX576643	68.415
KX576639	52.917
KX576638	52.195
KX579975	51.257
KX574455	52.833
KX574454	52.732
KX578071	68.479
KX557234	51.371
KX550082	46.527
KX507345	51.067
KX507344	50.701
KX507343	50.558
KX557288	69.165
KX752698	160.985
KX557286	57.804
KX557284	52.738
KX557283	52.738
KX557281	78.302
KX557280	52.726
KX557276	93.686
KX557274	47.898
KX557272	92.58
KX443696	66.507
KX522649	53.622
KX522943	53.623
KX523125	50.897
KX507362	50.866
KX507361	76.012
KX458237	50.884
KX458236	51.37
KX375815	52.044
KX369586	52.501
KX369584	52.496
KX369583	155.8
KX344445	50.082
KU963253	59.265
KX159477	65.237
KU997639	76.492
KU998256	17.118
KU998255	17.119
KU998251	52.689
KU998250	52.684
KU998249	52.924
KU998247	93.843
KU998246	92.618
KU998245	93.577
KU998244	93.139
KU998238	45.858
KU998237	45.858
KU998236	54.99
KU998235	46.57
KU998234	58.308
KU998233	55.524
KU985096	52.16
KU985095	53.932
KU985094	51.371
KU985093	53.935
KU985092	51.162
KU985091	50.892
KU985090	48.67
KU935729	43.478
KU963251	50.127
KU963262	75.38
KU963259	49.894
KU963255	53.431
KU963254	49.286
KU963250	59.337
KU963248	98.136
KU963247	47.881
KU935731	44.872
KU935730	43.679
KU935728	42.395
KU935727	43.516
KU935726	43.698
KU865303	74.896
KU865302	54.751
KU984914	50.839
KU867907	68.327
KU867906	51.37
KU761559	52.561
KU761558	53.486
KU716094	52.946
KU695582	52.502
KU695581	52.428
KU568494	52.129
KU716095	53.425
KU613353	53.411
KU578077	50.877
KU647629	51.29
KT626047	50.628
KU297783	52.92
KU160673	68.203
KU160669	67.592
KU160668	50.999
KU160666	58.979
KU160665	50.909
KU160663	59.167
KU160656	51.027
KU160651	49.419
KU160650	46.723
KU160647	58.979
KU160646	58.279
KU160644	37.809
KU160642	58.353
KU160641	58.159
KU160639	58.848
KU160638	59.173
KU255188	50.877
KU234099	75.844
KU189325	57.256
KT990218	46.596
KU055616	51.637
KT959213	46.596
KT895281	56.669
KT895280	56.275
KT818595	50.515
KT438500	50.614
KT716493	51.374
KT365400	153.243
KT365398	156.754
KT388014	51.161
KT588442	53.141
KT281794	75.626
KT281789	59.052
KT365401	49.879
KT365397	51.372
KT381277	50.797
KT381276	52.088
KT355472	41.901
KT591491	81.128
KT591490	58.065
KT591489	76.271
KT454972	53.746
KT281796	69.653
KT281795	55.617
KT281793	57.766
KT281792	55.094
KT281791	75.816
KT281790	153.714
KT259047	52.357
KT375356	46.596
KT326768	51.409
KT326767	50.081
KT359365	50.841
KT285706	53.219
KT246486	49.421
KT246485	53.79
KT372003	75.586
KT372002	46.596
KT373978	75.114
KT363731	52.055
KT186229	49.483
KT186228	49.452
KT184391	50.165
KT184390	50.113
KT124229	50.727
KT124228	50.773
KT124227	49.562
KT152029	49.949
KT309034	59.652
KT279576	57.293
KT347313	47.618
KT321476	155.292
KR997968	58.671
KR997934	51.355
KR997931	58.456
KR997930	59.416
KR997929	52.643
KR935214	56.826
KT020852	74.655
KT004677	49.158
KT222942	75.339
KT222941	72.79
KT222940	53.746
KT184694	52.392
KR824843	58.338
KR080205	68.685
KR080196	154.553
KR080204	75.796
KR080201	53.455
KR080195	49.203
KR080193	53.387
KP876466	57.168
KP027200	46.869
KP027205	49.577
KP273225	52.927
KP027195	78.229
KP027206	58.211
KP027204	53.058
KP027203	53.008
KP027202	50.877
KP027201	55.832
KP027198	51.376
KP027196	51.492
KP017310	49.267
KP017311	50.989
KM925136	110.764
KP057620	51.37
KM881426	157.204
KM677210	52.967
KM652553	57.328
KM588359	43.68
KM591905	42.596
KJ959632	53.042
KM597531	52.53
KM597530	58.985
KM463009	53.395
KM592966	50.066
KM401838	52.155
KM233455	49.19
KM233454	50.882
KM402757	58.472
