genome,accession,target_name,query_name,E-value,description_of_target,genome_start,genome_end,strand,intronID,source
MZ333456,PF16938.8,Phage_holin_Dp1,orf38,2.9e-18,Putative phage holin Dp-1,20293,20473,+,MZ333456_II_16983,.domtblout
MZ333456,PF01183.23,Glyco_hydro_25,orf47,4.7e-36,Glycosyl hydrolases family 25,20576,21125,+,MZ333456_II_16983,.domtblout
MZ333456,PF01476.23,LysM,orf47,1.1e-31,LysM domain,21242,21275,+,MZ333456_II_16983,.domtblout
MZ333456,PF01476.23,LysM,orf47,1.1e-31,LysM domain,21467,21593,+,MZ333456_II_16983,.domtblout
MZ333456,PF19528.2,DUF6056,orf49,0.0027,Family of unknown function (DUF6056),21938,22037,+,MZ333456_II_16983,.domtblout
MZ333456,PF05739.22,SNARE,orf49,0.0028,SNARE domain,21911,21995,+,MZ333456_II_16983,.domtblout
MZ333456,PF10084.12,DUF2322,orf63,0.0038,Uncharacterized protein conserved in bacteria (DUF2322),20627,20543,-,MZ333456_II_16983,.domtblout
MZ333456,PF16909.8,VPS13_C,orf9,0.00036,Vacuolar-sorting-associated 13 protein C-terminal,12033,12141,+,MZ333456_II_16983,.domtblout
MZ333456,PF16909.8,VPS13_C,orf9,0.00036,Vacuolar-sorting-associated 13 protein C-terminal,12198,12312,+,MZ333456_II_16983,.domtblout
MZ333456,PF16909.8,VPS13_C,orf9,0.00036,Vacuolar-sorting-associated 13 protein C-terminal,12552,12759,+,MZ333456_II_16983,.domtblout
MZ422438,PF06725.14,3D,orf105,1.4e-07,3D domain,49552,49498,-,MZ422438_II_51029,.domtblout
MZ422438,PF06725.14,3D,orf105,1.4e-07,3D domain,49015,48832,-,MZ422438_II_51029,.domtblout
MZ422438,PF12725.10,DUF3810,orf105,0.0037,Protein of unknown function (DUF3810),49591,49177,-,MZ422438_II_51029,.domtblout
MZ422438,PF16473.8,Rv2179c-like,orf111,3.8e-10,3'-5' exoribonuclease Rv2179c-like domain,48292,47755,-,MZ422438_II_51029,.domtblout
MZ422438,PF13412.9,HTH_24,orf113,2.6e-07,Winged helix-turn-helix DNA-binding,47535,47463,-,MZ422438_II_51029,.domtblout
MZ422438,PF13412.9,HTH_24,orf113,2.6e-07,Winged helix-turn-helix DNA-binding,47313,47259,-,MZ422438_II_51029,.domtblout
MZ422438,PF13412.9,HTH_24,orf113,2.6e-07,Winged helix-turn-helix DNA-binding,47184,47145,-,MZ422438_II_51029,.domtblout
MZ422438,PF06725.14,3D,orf106,1.4e-07,3D domain,49552,49498,-,MZ422438_II_51540,.domtblout
MZ422438,PF06725.14,3D,orf106,1.4e-07,3D domain,49015,48832,-,MZ422438_II_51540,.domtblout
MZ422438,PF12725.10,DUF3810,orf106,0.0037,Protein of unknown function (DUF3810),49591,49177,-,MZ422438_II_51540,.domtblout
MZ422438,PF16473.8,Rv2179c-like,orf112,3.8e-10,3'-5' exoribonuclease Rv2179c-like domain,48292,47755,-,MZ422438_II_51540,.domtblout
MZ422438,PF13412.9,HTH_24,orf114,2.6e-07,Winged helix-turn-helix DNA-binding,47535,47463,-,MZ422438_II_51540,.domtblout
MZ422438,PF13412.9,HTH_24,orf114,2.6e-07,Winged helix-turn-helix DNA-binding,47313,47259,-,MZ422438_II_51540,.domtblout
MZ422438,PF13412.9,HTH_24,orf114,2.6e-07,Winged helix-turn-helix DNA-binding,47184,47145,-,MZ422438_II_51540,.domtblout
MZ422438,PF04480.15,DUF559,orf21,0.0052,Protein of unknown function (DUF559),119760,119865,+,MZ422438_II_120247,.domtblout
MZ422438,PF09723.13,Zn-ribbon_8,orf21,0.0093,Zinc ribbon domain,119403,119496,+,MZ422438_II_120247,.domtblout
MZ422438,PF09723.13,Zn-ribbon_8,orf21,0.0093,Zinc ribbon domain,119592,119709,+,MZ422438_II_120247,.domtblout
MZ422438,PF17289.5,Terminase_6C,orf26,2.8000000000000003e-05,Terminase RNaseH-like domain,121465,121987,+,MZ422438_II_120247,.domtblout
MZ422438,PF07534.19,TLD,orf61,0.0042,TLD,121890,121791,-,MZ422438_II_120247,.domtblout
MZ422438,PF04480.15,DUF559,orf17,0.0052,Protein of unknown function (DUF559),119760,119865,+,MZ422438_II_120806,.domtblout
MZ422438,PF09723.13,Zn-ribbon_8,orf17,0.0093,Zinc ribbon domain,119403,119496,+,MZ422438_II_120806,.domtblout
MZ422438,PF09723.13,Zn-ribbon_8,orf17,0.0093,Zinc ribbon domain,119592,119709,+,MZ422438_II_120806,.domtblout
MZ422438,PF17289.5,Terminase_6C,orf22,2.8000000000000003e-05,Terminase RNaseH-like domain,121465,121987,+,MZ422438_II_120806,.domtblout
MZ422438,PF07534.19,TLD,orf60,0.0042,TLD,121890,121791,-,MZ422438_II_120806,.domtblout
MZ422438,PF11246.11,Phage_gp53,orf106,0.0015,Base plate wedge protein 53,132634,132496,-,MZ422438_II_137093,.domtblout
MZ422438,PF17733.4,DUF5572,orf33,0.0043,Family of unknown function (DUF5572),136180,136228,+,MZ422438_II_137093,.domtblout
MZ422438,PF00078.30,RVT_1,orf93,7e-31,Reverse transcriptase (RNA-dependent DNA polymerase),138676,138625,-,MZ422438_II_137093,.domtblout
MZ422438,PF00078.30,RVT_1,orf93,7e-31,Reverse transcriptase (RNA-dependent DNA polymerase),138589,137830,-,MZ422438_II_137093,.domtblout
MZ422438,PF01844.26,HNH,orf93,8.6e-05,HNH endonuclease,137308,137218,-,MZ422438_II_137093,.domtblout
MZ422438,PF00136.24,DNA_pol_B,orf96,0.00037,DNA polymerase family B,136590,136473,-,MZ422438_II_137093,.domtblout
MZ422438,PF17733.4,DUF5572,orf13,0.0043,Family of unknown function (DUF5572),136180,136228,+,MZ422438_II_139484,.domtblout
MZ422438,PF02463.22,SMC_N,orf75,1e-06,RecF/RecN/SMC N terminal domain,144318,143643,-,MZ422438_II_139484,.domtblout
MZ422438,PF13558.9,SbcC_Walker_B,orf75,0.00025,"SbcC/RAD50-like, Walker B motif",143910,143712,-,MZ422438_II_139484,.domtblout
MZ422438,PF00078.30,RVT_1,orf95,7e-31,Reverse transcriptase (RNA-dependent DNA polymerase),138676,138625,-,MZ422438_II_139484,.domtblout
MZ422438,PF00078.30,RVT_1,orf95,7e-31,Reverse transcriptase (RNA-dependent DNA polymerase),138589,137830,-,MZ422438_II_139484,.domtblout
MZ422438,PF01844.26,HNH,orf95,8.6e-05,HNH endonuclease,137308,137218,-,MZ422438_II_139484,.domtblout
MZ422438,PF00136.24,DNA_pol_B,orf98,0.00037,DNA polymerase family B,136590,136473,-,MZ422438_II_139484,.domtblout
MZ422438,PF00562.31,RNA_pol_Rpb2_6,orf101,4.3e-21,"RNA polymerase Rpb2, domain 6",160818,159552,-,MZ422438_II_163939,.domtblout
MZ422438,PF02518.29,HATPase_c,orf62,1.6e-13,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",168318,168735,+,MZ422438_II_163939,.domtblout
MZ422438,PF13589.9,HATPase_c_3,orf62,6.5000000000000004e-06,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",168321,168684,+,MZ422438_II_163939,.domtblout
MZ422438,PF03612.17,EIIBC-GUT_N,orf62,0.0017,Sorbitol phosphotransferase enzyme II N-terminus,168366,168600,+,MZ422438_II_163939,.domtblout
MZ422438,PF00154.24,RecA,orf93,6e-07,recA bacterial DNA recombination protein,162447,162303,-,MZ422438_II_163939,.domtblout
MZ422438,PF00154.24,RecA,orf93,6e-07,recA bacterial DNA recombination protein,162090,161703,-,MZ422438_II_163939,.domtblout
MZ422438,PF06745.16,ATPase,orf93,2.2e-06,KaiC,162507,162051,-,MZ422438_II_163939,.domtblout
MZ422438,PF00562.31,RNA_pol_Rpb2_6,orf104,4.3e-21,"RNA polymerase Rpb2, domain 6",160818,159552,-,MZ422438_II_164412,.domtblout
MZ422438,PF00204.28,DNA_gyraseB,orf61,1.3000000000000001e-37,DNA gyrase B,168885,169389,+,MZ422438_II_164412,.domtblout
MZ422438,PF02518.29,HATPase_c,orf61,5.5e-14,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",168318,168732,+,MZ422438_II_164412,.domtblout
MZ422438,PF02518.29,HATPase_c,orf61,5.5e-14,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",169056,169119,+,MZ422438_II_164412,.domtblout
MZ422438,PF00154.24,RecA,orf96,6e-07,recA bacterial DNA recombination protein,162447,162303,-,MZ422438_II_164412,.domtblout
MZ422438,PF00154.24,RecA,orf96,6e-07,recA bacterial DNA recombination protein,162090,161703,-,MZ422438_II_164412,.domtblout
MZ422438,PF06745.16,ATPase,orf96,2.2e-06,KaiC,162507,162051,-,MZ422438_II_164412,.domtblout
NC_007581,PF06114.16,Peptidase_M78,orf103,1.5e-15,IrrE N-terminal-like domain,111232,110830,-,NC_007581_II_114704,.domtblout
NC_007581,PF11043.11,Anti-RecBCD_p2,orf103,0.0028,"Bacteriophage P22, anti-RecBCD protein 2",111199,111097,-,NC_007581_II_114704,.domtblout
NC_007581,PF11043.11,Anti-RecBCD_p2,orf103,0.0028,"Bacteriophage P22, anti-RecBCD protein 2",111010,110920,-,NC_007581_II_114704,.domtblout
NC_007581,PF19865.2,DUF6338,orf109,0.0062,Family of unknown function (DUF6338),109757,109631,-,NC_007581_II_114704,.domtblout
NC_007581,PF09232.13,Caenor_Her-1,orf37,0.0043,Caenorhabditis elegans Her-1,115283,115391,+,NC_007581_II_114704,.domtblout
NC_007581,PF20195.1,DUF6558,orf79,9.300000000000001e-24,Family of unknown function (DUF6558),118269,117507,-,NC_007581_II_114704,.domtblout
NC_007581,PF05709.14,Sipho_tail,orf79,4.5000000000000004e-14,Phage tail protein,118176,117519,-,NC_007581_II_114704,.domtblout
NC_007581,PF17045.8,CEP63,orf82,0.0072,Centrosomal protein of 63 kDa,116280,116130,-,NC_007581_II_114704,.domtblout
NC_007581,PF17045.8,CEP63,orf82,0.0072,Centrosomal protein of 63 kDa,116052,115914,-,NC_007581_II_114704,.domtblout
NC_007581,PF17045.8,CEP63,orf82,0.0072,Centrosomal protein of 63 kDa,115509,115395,-,NC_007581_II_114704,.domtblout
NC_030940,PF00078.30,RVT_1,orf24,1.8e-42,Reverse transcriptase (RNA-dependent DNA polymerase),1417,2056,+,NC_030940_II_413,.domtblout
NC_030940,PF00078.30,RVT_1,orf24,1.8e-42,Reverse transcriptase (RNA-dependent DNA polymerase),2299,2377,+,NC_030940_II_413,.domtblout
NC_030940,PF13655.9,RVT_N,orf24,1.4e-30,N-terminal domain of reverse transcriptase,1129,1369,+,NC_030940_II_413,.domtblout
NC_030940,PF17845.4,FbpC_C_terminal,orf37,0.0052,FbpC C-terminal regulatory nucleotide binding domain,3518,3617,+,NC_030940_II_413,.domtblout
NC_030940,PF17845.4,FbpC_C_terminal,orf37,0.0052,FbpC C-terminal regulatory nucleotide binding domain,3635,3707,+,NC_030940_II_413,.domtblout
NC_030940,PF13155.9,Toprim_2,orf60,7.9e-08,Toprim-like,5212,5479,+,NC_030940_II_413,.domtblout
NC_030940,PF13662.9,Toprim_4,orf60,0.0062,Toprim domain,5206,5416,+,NC_030940_II_413,.domtblout
NC_030940,PF12760.10,Zn_Tnp_IS1595,orf60,0.0082,Transposase zinc-ribbon domain,4762,4858,+,NC_030940_II_413,.domtblout
NC_030940,PF18720.4,EGF_Tenascin,orf74,0.0032,Tenascin EGF domain,4332,4290,-,NC_030940_II_413,.domtblout
NC_030940,PF18720.4,EGF_Tenascin,orf74,0.0032,Tenascin EGF domain,4251,4245,-,NC_030940_II_413,.domtblout
NC_030940,PF01381.25,HTH_3,orf75,3.2e-08,Helix-turn-helix,4280,4145,-,NC_030940_II_413,.domtblout
NC_030940,PF13560.9,HTH_31,orf75,2.4e-07,Helix-turn-helix domain,4295,4145,-,NC_030940_II_413,.domtblout
NC_030940,PF13560.9,HTH_31,orf75,2.4e-07,Helix-turn-helix domain,4124,4088,-,NC_030940_II_413,.domtblout
NC_030940,PF00589.25,Phage_integrase,orf85,4.9e-23,Phage integrase family,3505,3301,-,NC_030940_II_413,.domtblout
NC_030940,PF00589.25,Phage_integrase,orf85,4.9e-23,Phage integrase family,3256,3082,-,NC_030940_II_413,.domtblout
NC_030940,PF18720.4,EGF_Tenascin,orf122,0.0032,Tenascin EGF domain,4332,4290,-,NC_030940_II_2772,.domtblout
NC_030940,PF18720.4,EGF_Tenascin,orf122,0.0032,Tenascin EGF domain,4251,4245,-,NC_030940_II_2772,.domtblout
NC_030940,PF01381.25,HTH_3,orf123,3.2e-08,Helix-turn-helix,4280,4145,-,NC_030940_II_2772,.domtblout
NC_030940,PF13560.9,HTH_31,orf123,2.4e-07,Helix-turn-helix domain,4295,4145,-,NC_030940_II_2772,.domtblout
NC_030940,PF13560.9,HTH_31,orf123,2.4e-07,Helix-turn-helix domain,4124,4088,-,NC_030940_II_2772,.domtblout
NC_030940,PF00589.25,Phage_integrase,orf133,4.9e-23,Phage integrase family,3505,3301,-,NC_030940_II_2772,.domtblout
NC_030940,PF00589.25,Phage_integrase,orf133,4.9e-23,Phage integrase family,3256,3082,-,NC_030940_II_2772,.domtblout
NC_030940,PF00078.30,RVT_1,orf24,1.8e-42,Reverse transcriptase (RNA-dependent DNA polymerase),1417,2056,+,NC_030940_II_2772,.domtblout
NC_030940,PF00078.30,RVT_1,orf24,1.8e-42,Reverse transcriptase (RNA-dependent DNA polymerase),2299,2377,+,NC_030940_II_2772,.domtblout
NC_030940,PF13655.9,RVT_N,orf24,1.4e-30,N-terminal domain of reverse transcriptase,1129,1369,+,NC_030940_II_2772,.domtblout
NC_030940,PF17845.4,FbpC_C_terminal,orf37,0.0052,FbpC C-terminal regulatory nucleotide binding domain,3518,3617,+,NC_030940_II_2772,.domtblout
NC_030940,PF17845.4,FbpC_C_terminal,orf37,0.0052,FbpC C-terminal regulatory nucleotide binding domain,3635,3707,+,NC_030940_II_2772,.domtblout
NC_030940,PF13155.9,Toprim_2,orf73,4e-07,Toprim-like,5212,5479,+,NC_030940_II_2772,.domtblout
NC_031039,PF14311.9,DUF4379,orf106,2.1e-08,Probable Zinc-ribbon domain,120084,119994,-,NC_031039_II_120531,.domtblout
NC_031039,PF14311.9,DUF4379,orf106,2.1e-08,Probable Zinc-ribbon domain,119880,119793,-,NC_031039_II_120531,.domtblout
NC_031039,PF14311.9,DUF4379,orf106,2.1e-08,Probable Zinc-ribbon domain,119667,119604,-,NC_031039_II_120531,.domtblout
NC_031039,PF13719.9,zinc_ribbon_5,orf135,0.0009,zinc-ribbon domain,115734,115680,-,NC_031039_II_120531,.domtblout
NC_031039,PF13719.9,zinc_ribbon_5,orf135,0.0009,zinc-ribbon domain,115665,115641,-,NC_031039_II_120531,.domtblout
NC_031039,PF13248.9,zf-ribbon_3,orf135,0.004,zinc-ribbon domain,115737,115701,-,NC_031039_II_120531,.domtblout
NC_031039,PF02939.19,UcrQ,orf51,0.0082,UcrQ family,121971,122070,+,NC_031039_II_120531,.domtblout
NC_031039,PF08281.15,Sigma70_r4_2,orf87,0.0038,"Sigma-70, region 4",123943,123868,-,NC_031039_II_120531,.domtblout
NC_031039,PF01763.19,Herpes_UL6,orf88,0.0028,Herpesvirus UL6 like,123456,123300,-,NC_031039_II_120531,.domtblout
NC_031039,PF04997.15,RNA_pol_Rpb1_1,orf91,0.00016,"RNA polymerase Rpb1, domain 1",123131,123029,-,NC_031039_II_120531,.domtblout
NC_031039,PF04997.15,RNA_pol_Rpb1_1,orf91,0.00016,"RNA polymerase Rpb1, domain 1",122723,122489,-,NC_031039_II_120531,.domtblout
NC_031039,PF13005.10,zf-IS66,orf98,5.5e-05,zinc-finger binding domain of transposase IS66,121272,121200,-,NC_031039_II_120531,.domtblout
NC_031039,PF13005.10,zf-IS66,orf98,5.5e-05,zinc-finger binding domain of transposase IS66,121086,120993,-,NC_031039_II_120531,.domtblout
NC_031039,PF13005.10,zf-IS66,orf98,5.5e-05,zinc-finger binding domain of transposase IS66,120897,120879,-,NC_031039_II_120531,.domtblout
NC_031039,PF14311.9,DUF4379,orf104,2.1e-08,Probable Zinc-ribbon domain,120084,119994,-,NC_031039_II_121944,.domtblout
NC_031039,PF14311.9,DUF4379,orf104,2.1e-08,Probable Zinc-ribbon domain,119880,119793,-,NC_031039_II_121944,.domtblout
NC_031039,PF14311.9,DUF4379,orf104,2.1e-08,Probable Zinc-ribbon domain,119667,119604,-,NC_031039_II_121944,.domtblout
NC_031039,PF02939.19,UcrQ,orf36,0.0082,UcrQ family,121971,122070,+,NC_031039_II_121944,.domtblout
NC_031039,PF20286.1,divDNApol,orf79,3.6e-42,Divergent Family B DNA polymerase,126842,126467,-,NC_031039_II_121944,.domtblout
NC_031039,PF20286.1,divDNApol,orf79,3.6e-42,Divergent Family B DNA polymerase,126098,125186,-,NC_031039_II_121944,.domtblout
NC_031039,PF00136.24,DNA_pol_B,orf79,2.4e-18,DNA polymerase family B,126827,126512,-,NC_031039_II_121944,.domtblout
NC_031039,PF08281.15,Sigma70_r4_2,orf85,0.0038,"Sigma-70, region 4",123943,123868,-,NC_031039_II_121944,.domtblout
NC_031039,PF01763.19,Herpes_UL6,orf86,0.0028,Herpesvirus UL6 like,123456,123300,-,NC_031039_II_121944,.domtblout
NC_031039,PF04997.15,RNA_pol_Rpb1_1,orf89,0.00016,"RNA polymerase Rpb1, domain 1",123131,123029,-,NC_031039_II_121944,.domtblout
NC_031039,PF04997.15,RNA_pol_Rpb1_1,orf89,0.00016,"RNA polymerase Rpb1, domain 1",122723,122489,-,NC_031039_II_121944,.domtblout
NC_031039,PF13005.10,zf-IS66,orf96,5.5e-05,zinc-finger binding domain of transposase IS66,121272,121200,-,NC_031039_II_121944,.domtblout
NC_031039,PF13005.10,zf-IS66,orf96,5.5e-05,zinc-finger binding domain of transposase IS66,121086,120993,-,NC_031039_II_121944,.domtblout
NC_031039,PF13005.10,zf-IS66,orf96,5.5e-05,zinc-finger binding domain of transposase IS66,120897,120879,-,NC_031039_II_121944,.domtblout
NC_043027,PF14311.9,DUF4379,orf104,2.1e-08,Probable Zinc-ribbon domain,30277,30187,-,NC_043027_II_30725,.domtblout
NC_043027,PF14311.9,DUF4379,orf104,2.1e-08,Probable Zinc-ribbon domain,30073,29986,-,NC_043027_II_30725,.domtblout
NC_043027,PF14311.9,DUF4379,orf104,2.1e-08,Probable Zinc-ribbon domain,29860,29797,-,NC_043027_II_30725,.domtblout
NC_043027,PF13719.9,zinc_ribbon_5,orf130,0.0009,zinc-ribbon domain,26036,25982,-,NC_043027_II_30725,.domtblout
NC_043027,PF13719.9,zinc_ribbon_5,orf130,0.0009,zinc-ribbon domain,25967,25943,-,NC_043027_II_30725,.domtblout
NC_043027,PF13248.9,zf-ribbon_3,orf130,0.004,zinc-ribbon domain,26039,26003,-,NC_043027_II_30725,.domtblout
NC_043027,PF19655.2,DUF6158,orf23,0.0031,Family of unknown function (DUF6158),28619,28724,+,NC_043027_II_30725,.domtblout
NC_043027,PF02939.19,UcrQ,orf49,0.0082,UcrQ family,32165,32264,+,NC_043027_II_30725,.domtblout
NC_043027,PF08281.15,Sigma70_r4_2,orf85,0.0038,"Sigma-70, region 4",34137,34062,-,NC_043027_II_30725,.domtblout
NC_043027,PF01763.19,Herpes_UL6,orf86,0.0028,Herpesvirus UL6 like,33650,33494,-,NC_043027_II_30725,.domtblout
NC_043027,PF04997.15,RNA_pol_Rpb1_1,orf89,0.00016,"RNA polymerase Rpb1, domain 1",33325,33223,-,NC_043027_II_30725,.domtblout
NC_043027,PF04997.15,RNA_pol_Rpb1_1,orf89,0.00016,"RNA polymerase Rpb1, domain 1",32917,32683,-,NC_043027_II_30725,.domtblout
NC_043027,PF13005.10,zf-IS66,orf96,5.5e-05,zinc-finger binding domain of transposase IS66,31466,31394,-,NC_043027_II_30725,.domtblout
NC_043027,PF13005.10,zf-IS66,orf96,5.5e-05,zinc-finger binding domain of transposase IS66,31280,31187,-,NC_043027_II_30725,.domtblout
NC_043027,PF13005.10,zf-IS66,orf96,5.5e-05,zinc-finger binding domain of transposase IS66,31091,31073,-,NC_043027_II_30725,.domtblout
NC_043027,PF19655.2,DUF6158,orf10,0.0031,Family of unknown function (DUF6158),28619,28724,+,NC_043027_II_32138,.domtblout
NC_043027,PF14311.9,DUF4379,orf104,2.1e-08,Probable Zinc-ribbon domain,30277,30187,-,NC_043027_II_32138,.domtblout
NC_043027,PF14311.9,DUF4379,orf104,2.1e-08,Probable Zinc-ribbon domain,30073,29986,-,NC_043027_II_32138,.domtblout
NC_043027,PF14311.9,DUF4379,orf104,2.1e-08,Probable Zinc-ribbon domain,29860,29797,-,NC_043027_II_32138,.domtblout
NC_043027,PF02939.19,UcrQ,orf36,0.0082,UcrQ family,32165,32264,+,NC_043027_II_32138,.domtblout
NC_043027,PF20286.1,divDNApol,orf79,1.0999999999999999e-41,Divergent Family B DNA polymerase,37039,36664,-,NC_043027_II_32138,.domtblout
NC_043027,PF20286.1,divDNApol,orf79,1.0999999999999999e-41,Divergent Family B DNA polymerase,36295,35380,-,NC_043027_II_32138,.domtblout
NC_043027,PF00136.24,DNA_pol_B,orf79,2.4e-18,DNA polymerase family B,37021,36706,-,NC_043027_II_32138,.domtblout
NC_043027,PF08281.15,Sigma70_r4_2,orf85,0.0038,"Sigma-70, region 4",34137,34062,-,NC_043027_II_32138,.domtblout
NC_043027,PF01763.19,Herpes_UL6,orf86,0.0028,Herpesvirus UL6 like,33650,33494,-,NC_043027_II_32138,.domtblout
NC_043027,PF04997.15,RNA_pol_Rpb1_1,orf89,0.00016,"RNA polymerase Rpb1, domain 1",33325,33223,-,NC_043027_II_32138,.domtblout
NC_043027,PF04997.15,RNA_pol_Rpb1_1,orf89,0.00016,"RNA polymerase Rpb1, domain 1",32917,32683,-,NC_043027_II_32138,.domtblout
NC_043027,PF13005.10,zf-IS66,orf96,5.5e-05,zinc-finger binding domain of transposase IS66,31466,31394,-,NC_043027_II_32138,.domtblout
NC_043027,PF13005.10,zf-IS66,orf96,5.5e-05,zinc-finger binding domain of transposase IS66,31280,31187,-,NC_043027_II_32138,.domtblout
NC_043027,PF13005.10,zf-IS66,orf96,5.5e-05,zinc-finger binding domain of transposase IS66,31091,31073,-,NC_043027_II_32138,.domtblout
ON107264,PF08863.13,YolD,orf13,8e-28,YolD-like protein,84354,84630,+,ON107264_II_87715,.domtblout
ON107264,PF16935.8,Hol_Tox,orf154,5.200000000000001e-10,Putative Holin-like Toxin (Hol-Tox),83136,83025,-,ON107264_II_87715,.domtblout
ON107264,PF00817.23,IMS,orf16,2.9999999999999996e-24,impB/mucB/samB family,84682,85117,+,ON107264_II_87715,.domtblout
ON107264,PF11798.11,IMS_HHH,orf16,2.3e-09,IMS family HHH motif,85165,85261,+,ON107264_II_87715,.domtblout
ON107264,PF00078.30,RVT_1,orf25,4.7999999999999994e-42,Reverse transcriptase (RNA-dependent DNA polymerase),86162,86603,+,ON107264_II_87715,.domtblout
ON107264,PF00078.30,RVT_1,orf25,4.7999999999999994e-42,Reverse transcriptase (RNA-dependent DNA polymerase),86783,86993,+,ON107264_II_87715,.domtblout
ON107264,PF01348.24,Intron_maturas2,orf25,1.3e-15,Type II intron maturase,87068,87479,+,ON107264_II_87715,.domtblout
ON107264,PF11799.11,IMS_C,orf31,2.2000000000000002e-18,impB/mucB/samB family C-terminal domain,87879,88209,+,ON107264_II_87715,.domtblout
ON107264,PF12708.10,Pectate_lyase_3,orf81,4.1e-11,Pectate lyase superfamily protein,92771,92111,-,ON107264_II_87715,.domtblout
ON107264,PF13229.9,Beta_helix,orf81,9.199999999999999e-08,Right handed beta helix region,92489,92363,-,ON107264_II_87715,.domtblout
ON107264,PF13229.9,Beta_helix,orf81,9.199999999999999e-08,Right handed beta helix region,92372,91937,-,ON107264_II_87715,.domtblout
ON107264,PF01510.28,Amidase_2,orf89,5.799999999999999e-17,N-acetylmuramoyl-L-alanine amidase,91620,91221,-,ON107264_II_87715,.domtblout
ON107264,PF08239.14,SH3_3,orf89,4.6e-05,Bacterial SH3 domain,91059,90897,-,ON107264_II_87715,.domtblout
ON107264,PF08239.14,SH3_3,orf89,4.6e-05,Bacterial SH3 domain,90750,90603,-,ON107264_II_87715,.domtblout
ON107264,PF01519.19,DUF16,orf93,0.0007599999999999999,Protein of unknown function DUF16,90473,90227,-,ON107264_II_87715,.domtblout
ON107264,PF11166.11,DUF2951,orf93,0.00079,Protein of unknown function (DUF2951),90440,90317,-,ON107264_II_87715,.domtblout
ON107264,PF11166.11,DUF2951,orf93,0.00079,Protein of unknown function (DUF2951),90302,90104,-,ON107264_II_87715,.domtblout
ON107264,PF04531.16,Phage_holin_1,orf95,2.7000000000000003e-28,Bacteriophage holin,90047,89810,-,ON107264_II_87715,.domtblout
ON107264,PF18801.4,RapH_N,orf98,4e-23,"response regulator aspartate phosphatase H, N terminal",89644,89461,-,ON107264_II_87715,.domtblout
ON107264,PF18801.4,RapH_N,orf98,4e-23,"response regulator aspartate phosphatase H, N terminal",89329,89218,-,ON107264_II_87715,.domtblout
ON107264,PF18801.4,RapH_N,orf98,4e-23,"response regulator aspartate phosphatase H, N terminal",88837,88786,-,ON107264_II_87715,.domtblout
ON470608,PF13550.9,Phage-tail_3,orf109,4.7e-05,Putative phage tail protein,11026,10762,-,ON470608_II_6150,.domtblout
ON470608,PF00078.30,RVT_1,orf150,1.1e-48,Reverse transcriptase (RNA-dependent DNA polymerase),5416,4726,-,ON470608_II_6150,.domtblout
ON470608,PF00680.23,RdRP_1,orf150,3e-06,Viral RNA-dependent RNA polymerase,5284,4732,-,ON470608_II_6150,.domtblout
ON470608,PF02796.18,HTH_7,orf155,6.5000000000000004e-06,Helix-turn-helix domain of resolvase,4273,4228,-,ON470608_II_6150,.domtblout
ON470608,PF02796.18,HTH_7,orf155,6.5000000000000004e-06,Helix-turn-helix domain of resolvase,3958,3829,-,ON470608_II_6150,.domtblout
ON470608,PF00239.24,Resolvase,orf155,3.8e-05,"Resolvase, N terminal domain",4042,3967,-,ON470608_II_6150,.domtblout
ON470608,PF00589.25,Phage_integrase,orf157,0.0066,Phage integrase family,3653,3374,-,ON470608_II_6150,.domtblout
ON470608,PF07910.16,Peptidase_C78,orf58,0.009000000000000001,Peptidase family C78,6270,6471,+,ON470608_II_6150,.domtblout
ON470622,PF07910.16,Peptidase_C78,orf134,0.009000000000000001,Peptidase family C78,40383,40182,-,ON470622_II_40501,.domtblout
ON470622,PF13550.9,Phage-tail_3,orf4,4.7e-05,Putative phage tail protein,35627,35891,+,ON470622_II_40501,.domtblout
ON470622,PF00078.30,RVT_1,orf45,6e-49,Reverse transcriptase (RNA-dependent DNA polymerase),41237,41927,+,ON470622_II_40501,.domtblout
ON470622,PF00680.23,RdRP_1,orf45,1.1e-05,Viral RNA-dependent RNA polymerase,41372,41921,+,ON470622_II_40501,.domtblout
ON470622,PF02796.18,HTH_7,orf50,6.5000000000000004e-06,Helix-turn-helix domain of resolvase,42380,42425,+,ON470622_II_40501,.domtblout
ON470622,PF02796.18,HTH_7,orf50,6.5000000000000004e-06,Helix-turn-helix domain of resolvase,42695,42824,+,ON470622_II_40501,.domtblout
ON470622,PF00239.24,Resolvase,orf50,3.8e-05,"Resolvase, N terminal domain",42611,42686,+,ON470622_II_40501,.domtblout
ON470622,PF00589.25,Phage_integrase,orf52,0.0066,Phage integrase family,43000,43279,+,ON470622_II_40501,.domtblout
OQ555808,PF19531.2,DUF6058,orf24,0.003,Family of unknown function (DUF6058),57221,57332,+,OQ555808_II_59592,.domtblout
OQ555808,PF17432.5,DUF3458_C,orf24,0.005,Domain of unknown function (DUF3458_C) ARM repeats,57173,57344,+,OQ555808_II_59592,.domtblout
